city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.13,wsp,16.66,1412.67,13.01,1.41,11.98,4.82,7.16,0,34.52,103.31
bern,0.13,wsp,14.28,1507.09,12.95,1.51,11.57,4.77,6.8,0,36.98,106.09
bern,0.13,wsp,15.47,1528.02,13.5,1.53,11.65,5.27,6.38,0,37.95,105.35
bern,0.13,wsp,16.66,1456.9,13.82,1.46,11.88,5.64,6.24,4,36.31,102.78
bern,0.13,wsp,0.0,561.03,13.54,0.56,16.91,5.28,11.63,106,49.1,70.5
bern,0.13,wsp,3.57,679.8,12.1,0.68,15.81,3.88,11.93,0,37.36,76.42
bern,0.13,wsp,5.95,820.03,12.09,0.82,14.81,3.91,10.9,0,34.77,81.85
bern,0.13,wsp,7.14,910.53,13.79,0.91,13.9,5.55,8.35,0,39.22,85.73
bern,0.13,wsp,0.0,498.1,13.27,0.5,17.64,5.05,12.59,48,44.55,68.17
bern,0.13,wsp,4.76,640.6,12.53,0.64,16.08,4.34,11.74,0,34.95,74.84
bern,0.13,wsp,3.57,801.18,12.66,0.8,14.55,4.45,10.1,0,37.95,81.39
bern,0.13,wsp,7.14,928.37,13.02,0.93,13.57,4.8,8.77,2,36.08,87.82
bern,0.13,wsp,8.33,1087.09,12.59,1.09,11.85,4.32,7.53,0,35.24,95.66
bern,0.13,wsp,9.52,1129.94,13.78,1.13,12.4,5.5,6.9,0,35.64,90.85
bern,0.13,wsp,8.33,1289.37,12.09,1.29,12.24,3.91,8.33,0,31.51,93.38
bern,0.13,wsp,13.09,1447.48,12.9,1.45,11.38,4.68,6.7,0,36.59,100.79
bern,0.13,wsp,5.95,1380.84,12.82,1.38,11.75,4.59,7.16,2,36.16,98.17
bern,0.13,wsp,10.71,1289.71,13.99,1.29,12.63,5.77,6.86,5,35.17,95.95
bern,0.13,wsp,10.71,1335.14,13.05,1.34,12.25,4.79,7.46,4,35.28,98.99
bern,0.13,wsp,11.9,1442.17,12.91,1.44,11.51,4.66,6.85,1,36.66,104.2
bern,0.13,wsp,11.9,1284.89,13.81,1.28,13.31,5.58,7.73,29,42.4,96.06
bern,0.13,wsp,9.52,1442.06,12.86,1.44,12.53,4.58,7.95,0,39.82,101.65
bern,0.13,wsp,15.47,1495.51,13.65,1.5,11.85,5.4,6.45,1,41.96,104.09
bern,0.13,wsp,14.28,1575.55,13.41,1.58,11.07,5.14,5.93,1,37.6,107.28
bern,0.13,wsp,7.14,1772.84,11.86,1.77,10.17,3.6,6.57,0,39.85,113.77
bern,0.13,wsp,13.09,1593.7,14.16,1.59,11.67,5.87,5.8,7,36.0,105.82
bern,0.13,wsp,14.28,1464.82,13.83,1.46,13.04,5.6,7.44,10,37.66,99.62
bern,0.13,wsp,11.9,1582.02,13.11,1.58,12.2,4.89,7.31,0,35.7,104.74
bern,0.13,wsp,14.28,1670.42,13.2,1.67,11.19,4.95,6.24,0,33.4,109.94
bern,0.13,wsp,19.04,1701.22,13.45,1.7,10.91,5.16,5.75,1,36.05,111.93
bern,0.13,wsp,10.71,1540.32,13.9,1.54,12.31,5.67,6.64,6,41.48,106.37
bern,0.13,wsp,20.23,1640.41,13.07,1.64,11.34,4.87,6.47,0,37.69,109.9
bern,0.13,wsp,20.23,1694.02,13.33,1.69,11.49,5.08,6.41,1,38.01,109.3
bern,0.13,wsp,0.0,126.07,13.5,0.13,27.5,5.34,22.16,137,48.72,37.23
bern,0.13,wsp,0.0,160.96,11.74,0.16,23.9,3.52,20.38,0,37.82,48.61
bern,0.13,wsp,0.0,195.76,12.12,0.2,20.38,3.95,16.43,0,37.23,59.85
bern,0.13,wsp,1.19,233.65,11.9,0.23,16.91,3.69,13.22,0,42.45,71.0
bern,0.13,wsp,0.0,267.86,12.23,0.27,16.81,4.03,12.78,0,34.33,81.75
