scenario,algorithm,net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
scenario 2,alg3,6.92,448162,456867,448757,224.38,3.92,3.23,7.59,56.87,26.28,44,29,22,31,58.93,1781,28,38,27,1650
scenario 2,alg3,6.94,448757,456962,448081,224.04,3.94,3.25,7.6,56.72,26.55,47,31,21,37,58.92,1780,24,32,28,1637
scenario 2,alg3,6.87,448081,456802,447736,223.87,3.93,3.26,7.62,56.75,26.31,39,37,25,29,58.87,1779,35,27,29,1638
scenario 2,alg3,6.91,447736,456413,448038,224.02,3.94,3.25,7.61,56.69,26.47,40,32,29,32,58.84,1784,32,21,30,1630
scenario 2,alg3,6.92,448038,457338,446926,223.46,3.95,3.26,7.61,56.57,26.14,38,35,25,36,58.76,1785,31,19,31,1614
scenario 2,alg3,6.88,446926,457039,448329,224.16,3.94,3.26,7.61,56.63,26.55,47,28,24,42,58.91,1777,36,22,24,1637
scenario 2,alg3,6.96,448329,456999,449586,224.79,3.94,3.25,7.61,56.73,26.46,41,24,30,40,58.92,1786,35,21,23,1654
scenario 2,alg3,6.85,449586,457701,448653,224.33,3.92,3.24,7.6,56.87,26.65,41,21,28,31,58.82,1783,39,25,32,1636
scenario 2,alg3,6.84,448653,457676,448569,224.28,3.92,3.25,7.61,56.86,26.53,41,20,32,29,58.83,1785,38,20,35,1635
scenario 2,alg3,6.85,448569,457623,449169,224.58,3.93,3.24,7.6,56.86,26.36,44,28,28,24,58.87,1784,31,30,31,1641
scenario 2,alg3,6.93,449169,458029,448341,224.17,3.94,3.27,7.63,56.66,26.62,54,24,29,29,58.86,1777,32,28,27,1633
scenario 2,alg3,6.81,448341,457293,446932,223.47,3.92,3.25,7.61,56.62,26.29,51,22,34,27,58.8,1775,32,34,25,1622
scenario 2,alg3,6.87,446932,456282,447246,223.62,3.94,3.25,7.61,56.55,26.53,46,34,30,33,58.86,1777,30,27,23,1622
scenario 2,alg3,6.87,447246,456703,447495,223.75,3.93,3.25,7.61,56.58,26.23,42,29,26,39,58.79,1785,29,27,23,1619
scenario 2,alg3,6.9,447495,457335,446805,223.4,3.94,3.27,7.62,56.52,26.26,45,25,25,41,58.73,1781,26,38,19,1616
scenario 2,alg3,6.92,446805,456681,447244,223.62,3.93,3.25,7.6,56.71,26.62,43,22,21,43,58.78,1780,29,37,25,1623
scenario 2,alg3,6.87,447244,456674,448189,224.09,3.92,3.24,7.59,56.81,26.46,42,29,18,36,58.84,1783,28,31,33,1636
scenario 2,alg3,6.91,448189,457050,447811,223.91,3.96,3.25,7.61,56.86,26.58,37,40,15,26,58.75,1787,28,28,39,1624
scenario 2,alg3,6.94,447811,457495,447237,223.62,3.98,3.29,7.64,56.73,26.16,45,31,27,16,58.66,1783,25,25,48,1609
scenario 2,alg3,6.91,447237,457522,448506,224.25,3.96,3.27,7.63,56.84,26.05,42,24,29,30,58.9,1784,30,26,35,1640
scenario 2,alg3,6.94,448506,457268,448204,224.1,3.96,3.26,7.61,56.57,26.42,44,31,32,37,58.91,1783,28,20,25,1630
scenario 2,alg3,6.96,448204,457385,447263,223.63,3.98,3.28,7.63,56.47,26.35,41,29,40,32,58.77,1785,27,29,17,1619
scenario 2,alg3,6.9,447263,457070,446922,223.46,3.95,3.27,7.62,56.61,26.67,43,31,36,26,58.79,1778,30,29,27,1620
scenario 2,alg3,6.87,446922,456567,446791,223.4,3.93,3.23,7.58,56.61,26.46,51,23,29,30,58.76,1774,36,27,30,1618
scenario 2,alg3,6.9,446791,456281,446339,223.17,3.97,3.3,7.65,56.56,26.11,43,28,19,39,58.66,1784,27,30,30,1604
scenario 2,alg3,6.95,446339,456849,446540,223.27,3.99,3.29,7.64,56.58,26.4,39,20,28,44,58.69,1788,27,31,23,1600
scenario 2,alg3,6.91,446540,457463,447772,223.89,3.96,3.27,7.62,56.56,26.15,40,22,25,49,58.78,1789,24,23,28,1624
scenario 2,alg3,6.87,447772,457452,448371,224.19,3.92,3.22,7.58,56.63,25.98,38,26,22,47,58.81,1789,25,19,34,1631
scenario 2,alg3,6.84,448371,457627,446605,223.3,3.92,3.23,7.58,56.61,26.93,38,32,20,46,58.77,1785,23,23,33,1616
scenario 2,alg3,6.88,446605,456571,445755,222.88,3.96,3.26,7.61,56.64,26.52,45,25,20,39,58.71,1775,32,29,35,1610
scenario 2,alg3,6.83,445755,455697,445790,222.9,3.95,3.24,7.6,56.58,26.21,51,24,25,28,58.65,1773,35,20,44,1610
scenario 2,alg3,6.87,445790,455515,445213,222.61,3.95,3.24,7.6,56.69,26.79,48,26,30,28,58.8,1768,37,19,44,1610
scenario 2,alg3,6.9,445213,454922,444995,222.5,3.96,3.22,7.57,56.39,26.31,53,33,33,26,58.74,1771,27,18,39,1604
scenario 2,alg3,6.86,444995,455134,446366,223.18,3.98,3.27,7.62,56.43,26.13,52,20,39,31,58.74,1777,31,20,30,1611
scenario 2,alg3,6.92,446366,456324,445680,222.84,3.97,3.27,7.62,56.54,26.69,46,15,39,36,58.71,1775,37,28,24,1602
scenario 2,alg3,6.95,445680,455980,446860,223.43,3.98,3.27,7.62,56.67,26.26,39,20,32,41,58.82,1779,42,30,17,1626
scenario 2,alg3,6.89,446860,456152,446651,223.33,3.95,3.26,7.61,56.4,26.11,44,28,28,45,58.77,1784,20,31,20,1617
scenario 2,alg3,6.87,446651,456492,445686,222.84,3.92,3.23,7.59,56.54,26.91,49,32,22,36,58.76,1772,20,38,31,1606
scenario 2,alg3,6.88,445686,455797,447954,223.98,3.93,3.24,7.59,56.83,26.81,45,29,15,36,58.83,1779,25,37,34,1643
scenario 2,alg3,6.87,447954,456276,447558,223.78,3.94,3.24,7.6,56.83,25.86,34,31,20,33,58.77,1785,32,29,36,1633
scenario 2,alg3,6.87,447558,456493,447532,223.77,3.95,3.26,7.61,56.83,26.81,31,43,19,34,58.86,1784,30,26,33,1628
scenario 2,alg3,6.93,447532,456909,446474,223.24,3.99,3.29,7.64,56.47,25.88,33,34,26,45,58.73,1788,32,18,24,1612
scenario 2,alg3,6.91,446474,456645,447469,223.73,3.97,3.28,7.63,56.54,25.84,34,23,29,49,58.76,1785,39,20,21,1622
scenario 2,alg3,6.87,447469,457060,446862,223.43,3.94,3.26,7.62,56.68,27.12,42,23,22,52,58.89,1772,41,22,26,1626
scenario 2,alg3,6.85,446862,456026,446095,223.05,3.96,3.27,7.63,56.66,26.18,48,17,20,42,58.73,1777,36,23,37,1621
scenario 2,alg3,6.8,446095,455482,445193,222.6,3.97,3.29,7.65,56.58,26.21,53,25,24,30,58.73,1768,30,30,40,1609
scenario 2,alg3,6.85,445193,454873,446075,223.04,3.96,3.29,7.65,56.66,26.63,58,28,28,23,58.86,1765,29,23,46,1619
scenario 2,alg3,6.9,446075,455312,445148,222.57,3.98,3.31,7.67,56.47,26.22,51,25,38,25,58.73,1776,26,22,37,1604
scenario 2,alg3,6.87,445148,455357,445169,222.58,3.95,3.29,7.65,56.38,26.71,49,30,38,28,58.7,1774,25,28,28,1592
scenario 2,alg3,6.91,445169,455977,445908,222.95,3.98,3.31,7.68,56.51,26.37,44,24,39,25,58.64,1778,34,35,21,1603
scenario 2,alg3,6.88,445908,456268,445443,222.72,3.96,3.26,7.63,56.65,26.49,38,29,30,27,58.65,1776,40,33,27,1604
scenario 2,alg3,6.92,445443,455627,446516,223.26,3.97,3.29,7.66,56.63,26.43,42,30,24,39,58.82,1774,36,31,24,1618
scenario 2,alg3,6.9,446516,456003,447109,223.55,3.98,3.3,7.66,56.66,25.96,43,27,23,41,58.86,1777,32,33,24,1633
scenario 2,alg3,6.86,447109,455970,445942,222.97,3.94,3.25,7.6,56.43,26.36,52,25,28,43,58.83,1771,32,28,21,1614
scenario 2,alg3,6.91,445942,455591,445016,222.51,3.97,3.28,7.64,56.39,26.53,59,24,25,41,58.79,1763,35,23,30,1605
scenario 2,alg3,6.84,445016,454822,445758,222.88,3.96,3.28,7.64,56.42,26.31,53,25,24,41,58.74,1774,26,26,31,1611
scenario 2,alg3,6.82,445758,455587,446122,223.06,3.95,3.24,7.61,56.52,26.76,50,26,24,41,58.78,1777,21,27,34,1615
scenario 2,alg3,6.84,446122,455860,446433,223.22,3.95,3.27,7.63,56.78,26.81,45,19,31,29,58.76,1778,27,29,42,1620
scenario 2,alg3,6.88,446433,455943,447517,223.76,3.95,3.24,7.61,56.81,26.24,44,23,29,23,58.74,1782,24,33,42,1631
scenario 2,alg3,6.89,447517,456497,447297,223.65,3.98,3.29,7.64,56.89,26.4,46,21,30,27,58.9,1775,30,30,41,1638
scenario 2,alg3,6.84,447297,455772,447029,223.51,3.95,3.27,7.64,56.52,25.96,46,24,39,37,58.93,1779,23,26,26,1631
scenario 2,alg3,6.87,447029,456035,447616,223.81,3.93,3.25,7.61,56.51,25.92,37,29,35,43,58.88,1787,25,19,25,1633
scenario 2,alg3,6.87,447616,456746,447383,223.69,3.96,3.26,7.63,56.51,26.87,44,31,34,41,58.91,1776,28,23,23,1634
scenario 2,alg3,6.88,447383,456084,447546,223.77,3.96,3.29,7.65,56.75,26.57,35,26,27,37,58.76,1784,32,25,34,1637
scenario 2,alg3,6.83,447546,456387,447334,223.67,3.95,3.27,7.64,56.95,26.53,34,14,22,38,58.69,1786,39,29,38,1623
scenario 2,alg3,6.85,447334,456941,447225,223.61,3.95,3.26,7.62,56.9,26.48,41,18,21,39,58.82,1782,33,30,36,1625
scenario 2,alg3,6.83,447225,456638,447439,223.72,3.94,3.25,7.61,56.63,25.72,46,29,30,26,58.8,1782,25,22,40,1623
scenario 2,alg3,6.8,447439,456981,447091,223.55,3.94,3.24,7.6,56.48,26.32,55,35,31,27,58.88,1775,18,19,40,1624
scenario 2,alg3,6.83,447091,456328,447234,223.62,3.93,3.25,7.61,56.56,26.68,54,34,38,19,58.89,1774,22,21,38,1630
scenario 2,alg3,6.79,447234,456163,446778,223.39,3.92,3.25,7.61,56.59,26.44,42,26,37,26,58.7,1781,33,27,28,1617
scenario 2,alg3,6.82,446778,456500,448172,224.09,3.92,3.25,7.6,56.77,26.5,38,21,34,32,58.78,1786,33,33,23,1629
scenario 2,alg3,6.85,448172,457477,449100,224.55,3.95,3.25,7.6,56.87,26.62,32,24,36,31,58.85,1791,33,34,19,1638
scenario 2,alg3,6.91,449100,458288,448202,224.1,3.96,3.27,7.62,56.74,26.36,43,27,30,28,58.82,1783,30,35,24,1635
scenario 2,alg3,6.87,448202,457185,448579,224.29,3.92,3.24,7.6,56.69,26.45,50,32,25,26,58.84,1779,24,31,33,1640
scenario 2,alg3,6.9,448579,457165,448213,224.11,3.95,3.26,7.62,56.76,26.8,47,29,20,32,58.81,1781,30,33,28,1628
scenario 2,alg3,6.87,448213,457528,448374,224.19,3.91,3.2,7.55,56.85,26.47,38,27,22,31,58.76,1790,33,31,28,1624
scenario 2,alg3,6.91,448374,458177,448744,224.37,3.96,3.25,7.61,56.75,26.07,38,28,27,30,58.76,1789,33,29,26,1623
scenario 2,alg3,6.92,448744,458594,449415,224.71,3.94,3.24,7.59,56.63,26.38,47,34,27,33,58.93,1783,30,16,30,1641
scenario 2,alg3,6.88,449415,458175,448272,224.14,3.92,3.25,7.61,56.63,26.38,41,35,17,41,58.8,1788,29,19,30,1625
scenario 2,alg3,6.87,448272,457960,448798,224.4,3.94,3.26,7.61,56.6,26.23,41,28,17,51,58.84,1788,29,21,25,1635
scenario 2,alg3,6.86,448798,457948,449165,224.58,3.91,3.24,7.6,56.74,26.14,37,19,25,47,58.83,1793,30,23,26,1641
scenario 2,alg3,6.86,449165,458169,448831,224.42,3.92,3.23,7.59,56.83,26.86,38,20,30,42,58.91,1784,37,21,28,1643
scenario 2,alg3,6.89,448831,457407,448602,224.3,3.97,3.27,7.63,56.86,26.4,36,28,23,34,58.82,1789,29,23,38,1641
scenario 2,alg3,6.89,448602,457466,448401,224.2,3.96,3.27,7.63,56.83,26.21,44,23,23,31,58.81,1786,26,29,38,1634
scenario 2,alg3,6.86,448401,457523,448368,224.18,3.94,3.24,7.6,56.66,26.28,46,23,32,36,58.89,1782,27,25,29,1635
scenario 2,alg3,6.83,448368,457338,447876,223.94,3.91,3.22,7.57,56.67,26.31,46,25,28,36,58.87,1778,32,23,32,1636
scenario 2,alg3,6.85,447876,456573,448254,224.13,3.93,3.24,7.6,56.77,26.38,44,29,28,29,58.89,1781,31,20,38,1642
scenario 2,alg3,6.9,448254,456780,448395,224.2,3.95,3.26,7.62,56.66,26.66,48,28,30,32,58.88,1781,28,25,28,1631
scenario 2,alg3,6.91,448395,457627,448125,224.06,3.94,3.27,7.63,56.68,26.36,54,22,30,25,58.81,1777,31,32,29,1630
scenario 2,alg3,6.97,448125,457208,449113,224.56,3.97,3.3,7.65,56.7,26.31,45,18,26,43,58.85,1788,33,28,19,1641
scenario 2,alg3,6.94,449113,457983,448486,224.24,3.97,3.28,7.64,56.77,26.31,41,24,19,40,58.78,1788,34,30,24,1621
scenario 2,alg3,6.99,448486,458466,450582,225.29,3.96,3.26,7.62,56.8,26.58,46,25,18,42,58.92,1791,27,27,24,1650
scenario 2,alg3,7.02,450582,459166,449522,224.76,3.97,3.28,7.64,56.88,26.24,44,30,17,28,58.81,1791,20,32,38,1637
scenario 2,alg3,6.96,449522,458791,449666,224.83,3.95,3.26,7.62,56.78,26.65,49,32,22,28,58.89,1784,27,21,37,1642
scenario 2,alg3,6.98,449666,458360,449602,224.8,3.93,3.24,7.6,56.86,26.22,36,36,23,27,58.85,1792,28,21,37,1645
scenario 2,alg3,6.96,449602,458296,450999,225.5,3.92,3.23,7.59,56.9,26.42,29,32,33,32,58.95,1798,32,16,28,1657
scenario 2,alg3,6.93,450999,459513,450397,225.2,3.94,3.25,7.61,56.85,26.57,37,25,32,33,58.9,1793,35,20,25,1650
scenario 2,alg3,6.94,450397,459015,449842,224.92,3.93,3.25,7.62,56.8,26.53,40,21,34,30,58.82,1793,35,19,28,1641
scenario 2,alg3,6.95,449842,458960,449697,224.85,3.95,3.26,7.62,56.91,26.46,43,18,31,21,58.74,1789,39,30,29,1636
scenario 2,alg3,6.93,449697,458923,450601,225.3,3.92,3.22,7.59,56.99,26.6,45,26,20,26,58.88,1792,28,32,31,1645
scenario 2,alg3,7.02,450601,459600,451061,225.53,3.95,3.26,7.62,56.86,26.25,47,19,33,23,58.84,1796,30,27,25,1643
scenario 2,alg3,6.99,451061,460302,451358,225.68,3.96,3.26,7.62,56.74,26.07,46,25,27,27,58.79,1800,26,26,23,1635
scenario 2,alg3,6.97,451358,461062,452138,226.07,3.95,3.26,7.62,56.88,26.85,42,29,24,28,58.85,1802,29,19,27,1640
scenario 2,alg3,7.0,452138,461797,451980,225.99,3.98,3.29,7.65,56.82,26.13,40,25,15,38,58.75,1809,23,27,23,1638
scenario 2,alg3,6.99,451980,461868,451345,225.67,3.96,3.28,7.63,56.91,26.27,35,20,18,40,58.75,1806,35,23,23,1633
scenario 2,alg3,7.05,451345,461438,452926,226.46,3.99,3.28,7.64,56.95,26.67,48,15,21,39,58.94,1802,28,24,23,1656
scenario 2,alg3,7.02,452926,461781,453538,226.77,3.96,3.27,7.63,57.08,26.24,41,19,24,26,58.87,1809,28,18,35,1663
scenario 2,alg3,7.03,453538,462196,453214,226.61,3.96,3.26,7.62,56.98,26.67,42,23,25,27,58.86,1807,26,17,33,1651
scenario 2,alg3,7.07,453214,462462,452681,226.34,3.97,3.28,7.64,56.94,26.22,40,22,22,33,58.85,1814,17,17,35,1647
scenario 2,alg3,7.07,452681,462417,452840,226.42,3.99,3.29,7.65,56.83,26.04,42,14,26,37,58.77,1812,23,20,26,1638
scenario 2,alg3,7.08,452840,462855,451943,225.97,4.0,3.31,7.67,56.82,26.88,44,17,31,35,58.85,1803,28,20,22,1643
scenario 2,alg3,7.07,451943,461318,451088,225.54,4.01,3.31,7.67,56.81,26.05,33,21,30,31,58.68,1812,26,17,30,1625
scenario 2,alg3,7.1,451088,461805,451584,225.79,4.01,3.31,7.67,56.67,26.34,49,21,26,35,58.79,1803,18,18,30,1633
scenario 2,alg3,7.04,451584,461541,450544,225.27,4.01,3.3,7.66,56.87,26.79,39,19,28,34,58.79,1803,29,17,31,1630
scenario 3,alg3,4.31,196187,227191,221660,73.89,4.69,3.34,7.69,40.78,26.53,393,350,360,286,53.06,483,375,371,382,206
scenario 3,alg3,4.59,221660,253032,247683,82.56,4.31,3.34,7.69,41.81,26.56,391,337,383,181,53.34,599,370,362,377,318
scenario 3,alg3,4.92,247683,278798,274918,91.64,4.19,3.33,7.68,43.07,26.32,382,340,370,87,53.91,729,342,375,375,435
scenario 3,alg3,5.21,274918,306027,299493,99.83,4.12,3.31,7.66,43.36,26.41,362,370,375,82,54.49,839,344,354,274,534
scenario 3,alg3,5.57,299493,330825,323686,107.9,4.08,3.28,7.64,43.78,26.26,365,356,361,85,54.93,940,347,371,175,649
scenario 3,alg3,5.85,323686,353953,344359,114.79,4.07,3.29,7.65,43.9,26.39,355,364,336,109,55.0,1042,338,357,99,728
scenario 3,alg3,6.11,344359,375753,363622,121.21,4.07,3.3,7.65,44.92,26.45,353,328,259,137,55.26,1120,361,349,93,821
scenario 3,alg3,6.39,363622,393816,381772,127.26,4.08,3.31,7.67,45.68,26.49,342,338,182,145,55.37,1218,336,333,106,909
scenario 3,alg3,6.59,381772,411609,398961,132.99,4.09,3.3,7.65,46.64,26.34,330,315,114,168,55.72,1300,351,314,108,973
scenario 3,alg3,6.83,398961,429898,415207,138.4,4.08,3.28,7.64,46.53,26.19,367,306,98,187,56.07,1366,313,245,118,1058
scenario 3,alg3,7.03,415207,444575,431045,143.68,4.09,3.3,7.66,46.8,26.21,340,306,106,197,56.33,1450,326,163,112,1134
scenario 3,alg3,7.25,431045,460198,446109,148.7,4.09,3.28,7.64,47.11,26.51,347,296,98,194,56.43,1521,301,110,133,1195
scenario 3,alg3,7.48,446109,475386,460090,153.36,4.1,3.3,7.66,47.99,26.41,313,231,97,195,56.33,1618,303,102,141,1265
scenario 3,alg3,7.63,460090,489815,472665,157.56,4.12,3.31,7.67,48.7,26.59,320,166,97,195,56.44,1676,285,96,165,1318
scenario 3,alg3,7.87,472665,501892,484763,161.59,4.12,3.3,7.66,49.51,26.32,291,119,122,181,56.74,1746,280,91,170,1404
scenario 3,alg3,8.01,484763,512448,495248,165.08,4.13,3.3,7.66,49.62,26.3,296,110,131,184,57.0,1799,225,94,161,1455
scenario 3,alg3,8.12,495248,522578,503514,167.84,4.14,3.32,7.67,49.66,26.26,290,92,147,190,57.03,1863,160,105,153,1500
scenario 3,alg3,8.27,503514,530885,514502,171.5,4.14,3.3,7.66,49.98,26.3,279,83,149,188,57.17,1913,126,107,155,1569
scenario 3,alg3,8.39,514502,540222,521446,173.82,4.16,3.33,7.68,50.53,26.48,244,84,142,189,57.31,1957,116,106,162,1629
scenario 3,alg3,8.46,521446,545257,525945,175.31,4.17,3.35,7.7,50.9,26.53,177,100,144,195,57.2,2021,100,111,152,1648
scenario 3,alg3,8.63,525945,550909,533817,177.94,4.19,3.35,7.7,51.32,26.11,144,102,128,212,57.44,2061,91,114,148,1717
scenario 3,alg3,8.69,533817,556984,537037,179.01,4.18,3.36,7.71,51.33,26.08,133,95,124,245,57.61,2071,93,107,132,1761
scenario 3,alg3,8.67,537037,557942,539928,179.98,4.17,3.34,7.69,51.59,26.28,120,90,116,263,57.77,2078,103,112,118,1802
scenario 3,alg3,8.69,539928,559073,541724,180.57,4.17,3.34,7.7,51.67,26.27,118,103,107,256,57.81,2080,94,101,141,1818
scenario 3,alg3,8.68,541724,560280,542333,180.78,4.17,3.34,7.69,51.7,26.08,112,93,93,277,57.77,2095,92,83,155,1832
scenario 3,alg3,8.66,542333,560498,543690,181.23,4.14,3.3,7.65,52.0,26.31,112,86,87,269,57.82,2098,84,89,175,1838
scenario 3,alg3,8.6,543690,561565,544352,181.45,4.15,3.31,7.67,52.04,26.23,110,75,97,269,57.85,2099,93,86,171,1843
scenario 3,alg3,8.59,544352,562156,545133,181.71,4.14,3.3,7.65,52.16,26.15,107,80,108,243,57.84,2106,86,79,191,1853
scenario 3,alg3,8.63,545133,562603,545295,181.76,4.16,3.32,7.67,52.21,26.39,108,91,123,221,57.91,2097,88,72,200,1861
scenario 3,alg3,8.55,545295,562065,542897,180.97,4.13,3.3,7.66,52.01,26.01,114,80,141,213,57.83,2087,83,89,193,1853
scenario 3,alg3,8.64,542897,559387,544237,181.41,4.14,3.3,7.65,52.05,26.12,106,75,151,226,57.97,2097,79,95,171,1862
scenario 3,alg3,8.6,544237,560933,543579,181.19,4.12,3.3,7.65,51.97,26.22,100,70,149,239,57.86,2103,86,95,158,1846
scenario 3,alg3,8.64,543579,561204,543714,181.24,4.16,3.33,7.68,52.04,26.2,97,67,121,263,57.82,2108,79,118,147,1844
scenario 3,alg3,8.57,543714,561447,544896,181.63,4.12,3.3,7.65,51.96,26.13,98,84,125,258,57.95,2105,69,111,150,1862
scenario 3,alg3,8.56,544896,561810,545898,181.97,4.14,3.31,7.66,52.04,26.47,97,98,118,245,57.89,2110,67,107,158,1868
scenario 3,alg3,8.55,545898,562634,545604,181.87,4.15,3.31,7.67,52.31,26.26,88,110,96,229,57.81,2111,68,100,198,1872
scenario 3,alg3,8.57,545604,561891,546337,182.11,4.15,3.32,7.68,52.39,26.16,78,100,104,234,57.84,2115,84,98,187,1877
scenario 3,alg3,8.59,546337,562824,544849,181.62,4.14,3.32,7.67,52.28,26.0,87,83,106,254,57.91,2107,95,100,168,1861
scenario 3,alg3,8.56,544849,561794,545221,181.74,4.14,3.3,7.65,52.04,26.12,96,77,139,248,57.99,2103,101,78,158,1864
scenario 3,alg3,8.58,545221,561875,545850,181.95,4.13,3.3,7.66,52.16,26.42,103,87,143,218,57.95,2093,94,97,165,1872
scenario 3,alg3,8.56,545850,562000,545816,181.94,4.14,3.31,7.66,52.16,26.43,111,89,130,210,57.81,2102,83,97,178,1857
scenario 3,alg3,8.56,545816,563091,543327,181.11,4.12,3.31,7.66,52.43,26.2,112,83,118,187,57.68,2094,79,126,201,1832
scenario 3,alg3,8.55,543327,561396,544915,181.64,4.14,3.3,7.65,52.15,26.27,105,90,132,216,57.87,2097,84,116,160,1853
scenario 3,alg3,8.57,544915,561966,542724,180.91,4.15,3.32,7.68,52.13,26.07,94,87,137,223,57.87,2097,95,114,153,1833
scenario 3,alg3,8.45,542724,560750,541934,180.64,4.11,3.29,7.65,51.92,26.5,95,105,154,210,57.81,2094,77,112,153,1835
scenario 3,alg3,8.44,541934,559830,544196,181.4,4.1,3.27,7.63,52.47,26.36,97,106,133,173,57.81,2084,98,120,189,1863
scenario 3,alg3,8.55,544196,560330,542702,180.9,4.15,3.34,7.69,52.13,26.31,106,111,134,182,57.71,2080,89,124,174,1850
scenario 3,alg3,8.53,542702,559201,543325,181.11,4.12,3.29,7.65,52.31,26.12,90,102,116,214,57.82,2094,101,127,156,1843
scenario 3,alg3,8.48,543325,560903,543817,181.27,4.14,3.29,7.65,51.93,26.22,105,99,126,240,57.96,2084,106,107,133,1848
scenario 3,alg3,8.5,543817,560889,544674,181.56,4.14,3.28,7.64,51.88,26.07,98,102,120,248,57.9,2099,103,98,132,1861
scenario 3,alg3,8.44,544674,561576,544567,181.52,4.13,3.29,7.65,51.96,26.21,105,100,115,243,57.9,2091,105,85,156,1844
scenario 3,alg3,8.5,544567,562153,544216,181.41,4.13,3.28,7.63,52.02,26.45,115,96,115,233,57.87,2084,103,102,152,1853
scenario 3,alg3,8.52,544216,561035,544558,181.52,4.13,3.29,7.65,52.45,26.5,111,93,109,196,57.75,2087,105,117,182,1855
scenario 3,alg3,8.5,544558,561498,545303,181.77,4.14,3.3,7.65,52.32,26.25,128,83,124,185,57.79,2081,101,108,190,1854
scenario 3,alg3,8.58,545303,562014,546372,182.12,4.14,3.3,7.66,52.41,26.01,106,90,119,210,58.0,2100,105,101,169,1869
scenario 3,alg3,8.55,546372,563082,546541,182.18,4.12,3.3,7.66,51.81,25.93,119,96,139,226,58.01,2100,89,93,138,1851
scenario 3,alg3,8.59,546541,564138,547226,182.41,4.14,3.31,7.67,51.88,26.18,121,94,150,208,57.94,2101,85,102,139,1857
scenario 3,alg3,8.68,547226,564778,549266,183.09,4.18,3.33,7.69,51.95,26.42,120,79,138,234,57.95,2113,90,96,130,1868
scenario 3,alg3,8.68,549266,566693,548812,182.94,4.16,3.31,7.67,52.29,26.11,108,85,110,216,57.77,2119,92,108,162,1864
scenario 3,alg3,8.7,548812,566400,549803,183.27,4.15,3.31,7.67,52.26,26.35,108,91,100,231,57.82,2120,91,117,142,1854
scenario 3,alg3,8.62,549803,568205,550560,183.52,4.14,3.29,7.65,52.34,26.21,117,83,108,225,57.99,2119,88,105,155,1877
scenario 3,alg3,8.59,550560,567811,551937,183.98,4.12,3.3,7.66,52.2,26.06,123,89,116,217,58.01,2120,86,99,150,1894
scenario 3,alg3,8.59,551937,568331,551577,183.86,4.12,3.3,7.66,52.03,26.29,116,104,122,223,58.0,2121,85,80,149,1877
scenario 3,alg3,8.65,551577,568749,551606,183.87,4.12,3.31,7.67,52.25,26.58,101,100,129,212,57.9,2133,82,93,150,1877
scenario 3,alg3,8.61,551606,569328,555283,185.09,4.12,3.29,7.65,52.59,26.24,96,87,104,209,57.81,2150,86,111,157,1904
scenario 3,alg3,8.61,555283,572260,554201,184.73,4.11,3.28,7.64,52.86,26.4,101,76,122,180,57.89,2128,99,116,178,1912
scenario 3,alg3,8.55,554201,569772,553546,184.52,4.11,3.28,7.64,52.85,26.4,101,77,118,198,58.06,2126,98,124,158,1908
scenario 3,alg3,8.62,553546,569510,553628,184.54,4.09,3.28,7.64,52.68,25.86,99,92,138,165,57.97,2133,90,111,172,1911
scenario 3,alg3,8.58,553628,569488,552383,184.13,4.12,3.3,7.65,52.23,26.42,114,102,151,182,58.02,2122,79,121,129,1881
scenario 3,alg3,8.58,552383,569608,552301,184.1,4.11,3.29,7.65,52.52,26.29,111,105,139,160,57.95,2122,83,117,163,1889
scenario 3,alg3,8.52,552301,569169,551165,183.72,4.1,3.26,7.62,52.39,26.21,100,93,154,171,57.85,2123,98,127,134,1883
scenario 3,alg3,8.58,551165,568035,551911,183.97,4.11,3.28,7.64,52.56,26.26,92,111,114,192,57.93,2126,100,118,147,1882
scenario 3,alg3,8.66,551911,568962,551222,183.74,4.13,3.31,7.66,52.35,26.28,97,107,137,189,57.94,2121,104,114,131,1881
scenario 3,alg3,8.64,551222,568526,553801,184.6,4.11,3.27,7.62,52.34,26.03,112,102,101,211,57.94,2130,94,118,132,1891
scenario 3,alg3,8.64,553801,570907,555024,185.01,4.11,3.27,7.62,52.4,26.19,115,96,108,213,58.05,2123,116,92,137,1901
scenario 3,alg3,8.65,555024,571389,553901,184.63,4.13,3.29,7.64,52.16,26.15,120,94,98,239,58.02,2131,100,95,123,1881
scenario 3,alg3,8.66,553901,571715,554769,184.92,4.12,3.27,7.62,52.15,26.12,113,98,100,235,57.94,2140,98,80,136,1890
scenario 3,alg3,8.66,554769,572330,557516,185.84,4.13,3.28,7.63,52.48,26.47,123,79,104,222,58.04,2144,92,82,154,1908
scenario 3,alg3,8.71,557516,574450,557177,185.73,4.11,3.26,7.61,52.4,26.19,117,84,106,212,57.88,2152,90,79,160,1893
scenario 3,alg3,8.65,557177,575146,557525,185.84,4.1,3.25,7.6,52.6,26.27,107,74,113,208,57.89,2155,100,84,159,1902
scenario 3,alg3,8.68,557525,574942,556890,185.63,4.1,3.26,7.62,52.69,26.37,109,72,113,204,57.93,2151,92,98,161,1901
