scenario,algorithm,net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
scenario 1,alg3,3.83,245198,247719,244880,244.88,3.8,3.28,7.64,59.14,26.0,7,1,0,0,59.4,987,5,0,0,934
scenario 1,alg3,3.82,244880,247690,244883,244.88,3.79,3.27,7.63,59.12,28.0,7,3,0,0,59.44,985,5,0,0,932
scenario 1,alg3,3.87,244883,247749,245253,245.25,3.81,3.29,7.65,59.19,26.38,6,2,0,0,59.45,989,2,1,0,936
scenario 1,alg3,3.88,245253,248079,244531,244.53,3.85,3.33,7.69,58.99,26.55,10,1,0,0,59.35,985,4,0,0,927
scenario 1,alg3,3.81,244531,247622,244846,244.85,3.78,3.24,7.59,59.09,26.9,8,2,0,0,59.41,986,3,1,0,931
scenario 1,alg3,3.84,244846,247777,244517,244.52,3.81,3.28,7.63,59.03,27.2,5,5,0,0,59.35,988,2,0,0,926
scenario 1,alg3,3.86,244517,247762,245093,245.09,3.81,3.27,7.62,59.11,26.22,6,3,0,0,59.41,988,3,0,0,933
scenario 1,alg3,3.86,245093,247997,245470,245.47,3.78,3.25,7.6,59.2,26.29,5,2,0,0,59.43,989,4,0,0,937
scenario 1,alg3,3.83,245470,248194,245266,245.27,3.76,3.23,7.58,59.29,29.0,4,1,0,0,59.44,987,7,1,0,937
scenario 1,alg3,3.85,245266,247939,245200,245.2,3.77,3.23,7.58,59.27,24.17,5,1,0,0,59.48,987,5,2,0,940
scenario 1,alg3,3.89,245200,247708,244506,244.51,3.82,3.29,7.64,59.09,25.0,8,3,0,0,59.47,983,5,1,0,933
scenario 1,alg3,3.91,244506,247236,244388,244.39,3.87,3.33,7.67,59.0,26.62,11,4,0,1,59.53,980,4,0,0,934
scenario 1,alg3,3.88,244388,246988,244558,244.56,3.82,3.29,7.65,58.93,26.44,15,3,0,0,59.53,980,1,0,1,937
scenario 1,alg3,3.82,244558,246987,245135,245.13,3.76,3.24,7.6,59.13,28.57,12,2,0,0,59.57,982,3,0,1,944
scenario 1,alg3,3.79,245135,247295,244575,244.57,3.76,3.22,7.58,59.22,29.17,5,1,0,0,59.4,987,6,0,1,933
scenario 1,alg3,3.83,244575,247446,244972,244.97,3.78,3.26,7.61,59.19,27.0,4,1,0,1,59.38,989,5,0,0,932
scenario 1,alg3,3.77,244972,247962,245175,245.18,3.73,3.19,7.55,59.19,25.25,7,1,0,0,59.46,986,5,0,1,938
scenario 1,alg3,3.78,245175,247759,245276,245.28,3.76,3.23,7.58,59.2,27.55,9,2,0,0,59.55,984,4,0,1,943
scenario 1,alg3,3.79,245276,247550,244891,244.89,3.75,3.22,7.58,59.14,26.8,8,2,0,0,59.46,986,3,0,1,937
scenario 1,alg3,3.78,244891,247521,245235,245.24,3.72,3.2,7.57,59.14,26.36,9,1,1,0,59.5,986,2,1,0,941
scenario 1,alg3,3.78,245235,247664,245199,245.2,3.73,3.21,7.56,59.16,26.5,9,0,1,0,59.49,985,4,1,0,939
scenario 1,alg3,3.77,245199,247699,245245,245.25,3.77,3.25,7.61,59.14,27.5,9,2,1,0,59.52,985,3,0,0,941
scenario 1,alg3,3.76,245245,247639,244958,244.96,3.76,3.25,7.61,59.16,24.71,5,2,0,0,59.4,989,3,1,0,934
scenario 1,alg3,3.78,244958,247845,245732,245.73,3.77,3.23,7.59,59.24,27.56,8,1,0,0,59.53,987,2,2,0,945
scenario 1,alg3,3.77,245732,247997,245470,245.47,3.78,3.26,7.62,59.34,26.0,4,0,0,0,59.48,989,5,2,0,940
scenario 1,alg3,3.79,245470,248088,245667,245.67,3.79,3.26,7.62,59.19,26.0,9,1,0,0,59.52,987,2,1,0,941
scenario 1,alg3,3.84,245667,248159,245813,245.81,3.83,3.29,7.65,59.19,25.18,9,2,0,0,59.57,988,1,0,0,947
scenario 1,alg3,3.88,245813,248039,245213,245.21,3.84,3.31,7.67,59.03,27.46,11,2,0,0,59.45,986,1,0,0,933
scenario 1,alg3,3.83,245213,248071,245197,245.2,3.84,3.3,7.66,59.2,26.5,7,1,0,0,59.47,988,3,1,0,938
scenario 1,alg3,3.85,245197,247869,245061,245.06,3.77,3.26,7.62,59.12,26.45,8,3,0,0,59.49,985,3,1,0,937
scenario 1,alg3,3.8,245061,247648,244971,244.97,3.76,3.24,7.6,59.1,26.42,7,5,0,0,59.5,986,2,0,0,939
scenario 1,alg3,3.85,244971,247500,244687,244.69,3.81,3.29,7.65,59.09,27.9,7,3,0,0,59.41,985,5,0,0,931
scenario 1,alg3,3.83,244687,247595,244954,244.95,3.79,3.27,7.63,59.19,27.88,7,1,0,0,59.45,985,7,0,0,938
scenario 1,alg3,3.86,244954,247488,245294,245.29,3.81,3.28,7.63,59.28,26.33,6,0,0,0,59.48,986,8,0,0,940
scenario 1,alg3,3.86,245294,247788,244740,244.74,3.83,3.28,7.64,59.19,26.14,7,0,0,0,59.43,984,8,1,0,933
scenario 1,alg3,3.77,244740,247510,244635,244.63,3.77,3.26,7.61,59.09,26.25,10,2,0,0,59.49,982,6,0,0,934
scenario 1,alg3,3.8,244635,247309,244609,244.61,3.78,3.27,7.64,58.97,25.6,12,3,0,0,59.48,983,2,0,0,933
scenario 1,alg3,3.81,244609,247363,244876,244.88,3.75,3.25,7.61,58.98,27.2,12,3,0,0,59.46,984,1,0,0,932
scenario 1,alg3,3.81,244876,247740,244911,244.91,3.77,3.26,7.63,59.1,28.55,10,1,0,0,59.44,984,5,0,0,936
scenario 1,alg3,3.81,244911,247518,245099,245.1,3.77,3.25,7.61,59.23,27.8,4,1,0,0,59.38,989,6,0,0,936
scenario 1,alg3,3.77,245099,247847,244780,244.78,3.78,3.25,7.6,59.17,25.43,3,4,0,0,59.41,988,5,0,0,932
scenario 1,alg3,3.78,244780,247734,244721,244.72,3.77,3.25,7.61,59.08,26.75,8,4,0,0,59.48,984,3,1,0,935
scenario 1,alg3,3.81,244721,247402,244917,244.92,3.78,3.25,7.61,59.08,27.15,10,2,1,0,59.5,983,4,0,0,938
scenario 1,alg3,3.8,244917,247404,244996,245.0,3.76,3.23,7.58,59.15,27.64,10,0,1,0,59.5,983,6,0,0,940
scenario 1,alg3,3.81,244996,247366,244708,244.71,3.82,3.29,7.64,59.2,28.43,7,0,0,0,59.42,985,7,1,0,932
scenario 1,alg3,3.85,244708,247595,244914,244.91,3.81,3.3,7.66,59.1,25.4,10,0,0,0,59.44,986,3,1,0,934
scenario 1,alg3,3.86,244914,247730,244777,244.78,3.84,3.32,7.67,58.97,26.62,15,1,0,0,59.49,981,2,1,0,934
scenario 1,alg3,3.86,244777,247403,244984,244.98,3.83,3.31,7.66,59.09,27.92,11,2,0,0,59.5,984,3,0,0,937
scenario 1,alg3,3.84,244984,247571,244777,244.78,3.82,3.29,7.66,59.12,26.62,5,3,0,0,59.39,989,3,0,0,930
scenario 1,alg3,3.87,244777,247890,245169,245.17,3.83,3.28,7.65,59.09,26.5,6,2,0,0,59.36,990,2,0,0,928
scenario 1,alg3,3.88,245169,248424,246095,246.09,3.81,3.29,7.65,59.27,27.38,8,0,0,0,59.52,989,3,0,0,946
scenario 1,alg3,3.87,246095,248395,245033,245.03,3.8,3.29,7.65,59.16,27.33,5,1,0,0,59.35,990,4,0,0,930
scenario 1,alg3,3.92,245033,248153,245135,245.13,3.85,3.33,7.69,59.18,27.33,5,1,0,0,59.37,990,4,0,0,929
scenario 1,alg3,3.91,245135,248356,245682,245.68,3.86,3.32,7.67,59.17,26.11,7,2,0,0,59.48,990,1,0,0,940
scenario 1,alg3,3.93,245682,248330,245283,245.28,3.9,3.38,7.74,59.12,25.44,9,0,0,0,59.43,987,4,0,0,935
scenario 1,alg3,3.92,245283,248072,245092,245.09,3.87,3.34,7.7,59.13,29.33,9,0,0,0,59.4,986,5,0,0,931
scenario 1,alg3,3.91,245092,248037,244911,244.91,3.86,3.31,7.67,59.16,24.75,4,0,0,0,59.3,992,4,0,0,925
scenario 1,alg3,3.89,244911,248391,245705,245.71,3.85,3.32,7.66,59.16,27.12,8,0,0,0,59.42,990,2,0,0,934
scenario 1,alg3,3.88,245705,248667,245341,245.34,3.86,3.31,7.66,59.13,26.75,8,0,0,0,59.39,989,3,0,0,932
scenario 1,alg3,3.91,245341,248356,244999,245.0,3.88,3.32,7.67,59.05,28.4,10,0,0,0,59.36,987,3,0,0,927
scenario 1,alg3,3.88,244999,248198,245003,245.0,3.83,3.29,7.63,59.11,27.12,6,1,1,0,59.37,990,2,0,0,929
scenario 1,alg3,3.85,245003,248199,245300,245.3,3.83,3.27,7.63,59.11,26.14,6,1,0,0,59.34,991,1,1,0,929
scenario 1,alg3,3.89,245300,248511,245251,245.25,3.82,3.27,7.62,59.14,26.62,6,2,0,0,59.4,989,2,1,0,932
scenario 1,alg3,3.84,245251,248249,244851,244.85,3.83,3.28,7.62,59.06,26.73,8,3,0,0,59.42,986,2,1,0,930
scenario 1,alg3,3.85,244851,247842,244662,244.66,3.86,3.31,7.66,59.03,26.91,7,4,0,0,59.39,986,3,0,0,929
scenario 1,alg3,3.87,244662,247686,244693,244.69,3.85,3.32,7.68,59.1,25.38,4,4,0,0,59.37,988,4,0,0,929
scenario 1,alg3,3.87,244693,247787,245049,245.05,3.84,3.32,7.67,59.11,27.8,7,3,0,0,59.42,986,4,0,0,931
scenario 1,alg3,3.9,245049,248006,245067,245.07,3.89,3.33,7.69,59.22,26.33,5,1,0,0,59.42,988,5,1,0,936
scenario 1,alg3,3.9,245067,247824,244789,244.79,3.87,3.33,7.68,59.12,26.14,6,1,0,0,59.36,987,5,1,0,928
scenario 1,alg3,3.87,244789,247917,245385,245.38,3.84,3.3,7.65,59.22,26.33,8,1,0,0,59.51,986,3,2,0,939
scenario 1,alg3,3.87,245385,247940,245040,245.04,3.82,3.29,7.65,59.13,26.55,8,3,0,0,59.49,986,2,1,0,938
scenario 1,alg3,3.87,245040,247627,244574,244.57,3.87,3.33,7.68,59.0,26.83,7,5,0,0,59.39,986,2,0,0,929
scenario 1,alg3,3.83,244574,247589,244494,244.49,3.84,3.29,7.64,59.09,27.78,6,3,0,0,59.38,985,5,1,0,929
scenario 1,alg3,3.86,244494,247477,244894,244.89,3.87,3.31,7.67,59.17,27.44,6,3,0,0,59.46,984,7,0,0,937
scenario 1,alg3,3.84,244894,247423,245020,245.02,3.85,3.29,7.64,59.29,25.6,3,1,1,0,59.46,987,8,0,0,939
scenario 1,alg3,3.83,245020,247583,244741,244.74,3.84,3.27,7.62,59.08,26.45,9,1,1,0,59.44,984,5,0,0,931
scenario 1,alg3,3.82,244741,247637,244846,244.85,3.81,3.22,7.57,59.07,26.83,10,1,1,0,59.46,984,4,0,0,934
scenario 1,alg3,3.82,244846,247586,244736,244.74,3.76,3.24,7.59,59.11,27.64,10,1,0,0,59.46,983,5,1,0,935
scenario 1,alg3,3.78,244736,247379,245039,245.04,3.78,3.24,7.59,59.17,27.8,10,0,0,0,59.49,984,5,1,0,940
scenario 1,alg3,3.81,245039,247450,244664,244.66,3.81,3.25,7.61,59.16,25.5,6,0,0,0,59.37,988,5,1,0,928
scenario 1,alg3,3.83,244664,247859,244812,244.81,3.81,3.26,7.61,59.02,26.82,10,1,0,0,59.38,986,3,0,0,926
scenario 1,alg3,3.86,244812,248033,244802,244.8,3.82,3.28,7.63,58.99,25.67,10,2,0,0,59.4,987,1,0,0,929
scenario 1,alg3,3.85,244802,247894,244716,244.72,3.87,3.34,7.69,58.94,28.5,12,2,0,0,59.38,985,0,1,0,924
scenario 1,alg3,3.86,244716,248003,244958,244.96,3.81,3.27,7.63,59.11,27.57,5,2,0,0,59.33,991,2,0,0,929
scenario 1,alg3,3.88,244958,248162,245980,245.98,3.82,3.29,7.65,59.28,26.25,3,1,0,0,59.42,993,3,0,0,939
scenario 1,alg3,3.89,245980,248749,245284,245.28,3.83,3.29,7.64,59.19,27.33,5,0,1,0,59.38,990,3,0,1,932
scenario 1,alg3,3.9,245284,248320,245624,245.62,3.8,3.28,7.64,59.21,26.86,6,0,1,0,59.43,991,1,0,1,938
scenario 1,alg3,3.91,245624,248381,245799,245.8,3.82,3.29,7.65,59.27,27.5,6,0,0,0,59.47,990,2,1,1,940
scenario 1,alg3,3.86,245799,248430,245738,245.74,3.77,3.24,7.6,59.24,27.44,7,1,1,0,59.53,989,1,1,0,946
scenario 1,alg3,3.88,245738,248025,245478,245.48,3.79,3.26,7.62,59.23,25.8,4,0,1,0,59.4,992,2,1,0,935
scenario 1,alg3,3.87,245478,248428,245223,245.22,3.81,3.29,7.64,59.13,28.3,5,4,1,0,59.44,988,2,0,0,934
scenario 1,alg3,3.89,245223,248074,245877,245.88,3.81,3.26,7.62,59.34,25.6,4,1,0,0,59.51,990,3,2,0,947
scenario 1,alg3,3.81,245877,248134,245834,245.83,3.75,3.23,7.59,59.34,27.33,4,1,1,0,59.53,989,3,2,0,947
scenario 1,alg3,3.82,245834,248046,245198,245.2,3.77,3.23,7.58,59.24,26.5,4,3,0,1,59.51,987,4,1,0,940
scenario 1,alg3,3.89,245198,247716,245554,245.55,3.8,3.27,7.63,59.23,26.7,7,2,0,1,59.56,986,3,1,0,947
scenario 1,alg3,3.89,245554,247666,245419,245.42,3.82,3.3,7.65,59.23,26.62,5,2,0,1,59.49,989,2,1,0,942
scenario 1,alg3,3.87,245419,247887,245050,245.05,3.78,3.24,7.59,59.14,26.33,6,3,0,0,59.43,987,3,0,1,934
scenario 1,alg3,3.87,245050,247873,245305,245.31,3.82,3.28,7.63,59.19,26.33,7,2,0,0,59.49,987,3,0,1,941
scenario 1,alg3,3.89,245305,247761,245118,245.12,3.83,3.29,7.65,59.18,27.38,5,3,0,0,59.44,989,2,0,1,936
scenario 1,alg3,3.92,245118,247916,246334,246.33,3.84,3.29,7.65,59.36,26.86,6,0,1,0,59.59,989,4,0,0,952
scenario 1,alg3,3.93,246334,248327,246062,246.06,3.84,3.3,7.66,59.31,26.17,5,0,1,0,59.51,991,3,0,0,946
scenario 1,alg3,3.94,246062,248413,246314,246.31,3.84,3.3,7.66,59.39,26.5,5,0,1,0,59.59,990,4,0,0,951
scenario 1,alg3,3.93,246314,248422,245599,245.6,3.87,3.35,7.71,59.18,26.89,9,0,0,0,59.47,988,2,1,0,940
scenario 1,alg3,3.9,245599,248162,245298,245.3,3.84,3.3,7.66,59.19,26.29,7,0,0,0,59.42,989,3,1,0,935
scenario 1,alg3,3.89,245298,248163,245827,245.83,3.81,3.27,7.62,59.25,27.88,7,1,0,0,59.5,989,2,1,0,943
scenario 1,alg3,3.89,245827,248276,245440,245.44,3.85,3.33,7.69,59.21,26.33,5,1,0,0,59.41,990,4,0,0,936
scenario 1,alg3,3.87,245440,248263,245112,245.11,3.87,3.33,7.68,59.19,26.86,6,1,0,0,59.42,988,3,1,1,935
scenario 1,alg3,3.89,245112,247916,245013,245.01,3.86,3.29,7.65,59.14,25.67,8,1,0,0,59.45,987,2,1,1,934
scenario 1,alg3,3.87,245013,247846,244940,244.94,3.87,3.31,7.66,59.03,25.77,9,3,1,0,59.47,986,0,1,0,934
scenario 1,alg3,3.9,244940,247722,245160,245.16,3.85,3.29,7.65,59.06,27.36,9,4,1,0,59.51,985,1,0,0,939
scenario 1,alg3,3.91,245160,247654,244868,244.87,3.87,3.32,7.66,59.15,28.0,5,2,1,0,59.4,987,5,0,0,933
scenario 1,alg3,3.95,244868,247715,244455,244.46,3.91,3.33,7.68,59.09,28.0,6,2,0,0,59.34,986,5,1,0,926
scenario 1,alg3,3.92,244455,247634,244647,244.65,3.87,3.31,7.65,59.13,26.17,4,2,0,0,59.33,988,4,2,0,928
scenario 1,alg3,3.95,244647,247774,244912,244.91,3.88,3.34,7.69,59.24,26.5,5,1,0,0,59.43,986,6,2,0,936
scenario 1,alg3,3.92,244912,247575,244644,244.64,3.85,3.3,7.66,59.13,28.3,6,4,0,0,59.44,985,4,1,0,932
scenario 1,alg3,3.89,244644,247517,244655,244.66,3.83,3.29,7.65,59.01,26.15,11,2,0,0,59.44,983,4,0,0,934
scenario 1,alg3,3.86,244655,247318,244629,244.63,3.81,3.26,7.61,59.03,27.5,9,3,0,0,59.41,984,4,0,0,930
scenario 1,alg3,3.9,244629,247539,244567,244.57,3.84,3.31,7.67,59.2,30.0,4,3,0,0,59.4,986,7,0,0,932
scenario 1,alg3,3.9,244567,247474,244990,244.99,3.84,3.3,7.66,59.19,25.14,6,1,0,0,59.43,986,7,0,0,937
scenario 1,alg3,3.93,244990,247599,245028,245.03,3.83,3.27,7.63,59.15,27.09,9,2,0,0,59.51,983,5,1,0,939
scenario 1,alg3,3.95,245028,247461,244773,244.77,3.94,3.37,7.73,59.15,28.17,11,1,0,0,59.53,981,7,0,0,939
scenario 1,alg3,3.88,244773,247163,244767,244.77,3.88,3.33,7.68,59.07,26.7,8,2,0,0,59.4,987,3,0,0,931
scenario 1,alg3,3.92,244767,247746,244935,244.94,3.87,3.34,7.69,59.08,27.11,7,2,0,0,59.37,988,3,0,0,927
scenario 1,alg3,3.93,244935,248168,245229,245.23,3.89,3.36,7.72,59.18,27.56,8,1,0,0,59.47,987,4,0,0,937
scenario 1,alg3,3.98,245229,247944,245169,245.17,3.93,3.39,7.75,59.14,26.86,7,0,0,0,59.37,989,4,0,0,932
scenario 1,alg3,3.93,245169,248155,245370,245.37,3.9,3.35,7.71,59.21,26.67,6,0,0,0,59.41,989,4,1,0,934
scenario 1,alg3,3.89,245370,248266,245828,245.83,3.86,3.32,7.68,59.27,27.25,7,1,0,0,59.53,988,4,0,0,942
scenario 1,alg3,3.87,245828,248337,245294,245.29,3.83,3.3,7.66,59.15,25.67,7,2,0,0,59.45,989,2,0,0,936
scenario 1,alg3,3.88,245294,248108,245233,245.23,3.85,3.31,7.67,59.05,26.42,10,2,0,0,59.45,987,1,0,0,934
scenario 1,alg3,3.9,245233,248083,244964,244.96,3.88,3.32,7.68,59.09,27.4,9,1,0,0,59.41,986,4,0,0,932
scenario 1,alg3,3.89,244964,247855,245136,245.14,3.85,3.33,7.69,59.16,27.88,6,2,0,0,59.41,988,4,0,0,934
scenario 1,alg3,3.9,245136,247990,245376,245.38,3.86,3.32,7.68,59.23,26.8,4,1,0,0,59.39,991,4,0,0,933
scenario 1,alg3,3.89,245376,248424,245843,245.84,3.84,3.28,7.63,59.27,25.17,6,0,0,0,59.48,990,4,0,0,942
scenario 1,alg3,3.86,245843,248381,245766,245.77,3.79,3.26,7.62,59.23,25.38,8,0,0,0,59.5,988,4,0,0,942
scenario 1,alg3,3.87,245766,248239,245630,245.63,3.81,3.28,7.63,59.21,27.67,9,0,0,0,59.5,987,4,0,0,939
scenario 1,alg3,3.89,245630,248252,245688,245.69,3.83,3.29,7.65,59.24,27.57,7,0,0,0,59.46,990,3,0,0,939
scenario 1,alg3,3.88,245688,248400,245864,245.86,3.85,3.33,7.68,59.25,26.33,6,0,0,0,59.44,992,2,0,0,938
scenario 1,alg3,3.91,245864,248704,246485,246.49,3.85,3.32,7.68,59.33,26.33,6,0,0,0,59.53,993,1,0,0,947
scenario 1,alg3,3.94,246485,248904,246316,246.32,3.88,3.33,7.68,59.29,26.6,5,0,0,0,59.45,994,1,0,0,940
scenario 1,alg3,3.92,246316,249120,247107,247.11,3.82,3.28,7.64,59.42,26.33,6,0,0,0,59.62,994,0,0,0,957
scenario 1,alg3,3.92,247107,249054,246690,246.69,3.83,3.29,7.64,59.35,27.25,4,0,0,0,59.48,996,0,0,0,945
scenario 1,alg3,3.88,246690,249303,246945,246.94,3.82,3.28,7.63,59.43,26.67,3,0,0,0,59.53,996,1,0,0,951
scenario 1,alg3,3.93,246945,249247,246817,246.82,3.83,3.3,7.65,59.41,28.33,3,0,0,0,59.5,996,1,0,0,947
scenario 1,alg3,3.96,246817,249336,246671,246.67,3.86,3.35,7.71,59.34,28.0,3,0,0,0,59.43,997,0,0,0,941
scenario 1,alg3,3.96,246671,249519,246770,246.77,3.87,3.35,7.7,59.35,24.25,4,0,0,0,59.49,996,0,0,0,946
scenario 1,alg3,3.98,246770,249335,246089,246.09,3.88,3.35,7.72,59.21,25.8,5,0,0,0,59.38,995,0,0,0,934
scenario 1,alg3,3.96,246089,249220,246008,246.01,3.87,3.34,7.7,59.2,28.17,6,0,0,0,59.39,994,0,0,0,934
scenario 1,alg3,3.96,246008,249105,246233,246.23,3.86,3.33,7.69,59.31,28.33,3,0,0,0,59.4,995,2,0,0,938
scenario 1,alg3,3.95,246233,249142,246201,246.2,3.84,3.31,7.67,59.39,27.5,2,0,0,0,59.45,994,4,0,0,943
scenario 1,alg3,3.89,246201,248835,246091,246.09,3.81,3.28,7.64,59.37,27.0,3,1,0,0,59.5,992,4,0,0,945
scenario 1,alg3,3.89,246091,248557,246177,246.18,3.84,3.31,7.68,59.34,25.5,6,0,0,0,59.55,990,4,0,0,948
scenario 1,alg3,3.91,246177,248431,245725,245.72,3.88,3.35,7.71,59.16,26.7,8,2,0,0,59.49,989,1,0,0,940
scenario 1,alg3,3.86,245725,248331,245307,245.31,3.84,3.32,7.68,59.13,28.33,8,1,0,0,59.41,988,3,0,0,933
scenario 1,alg3,3.87,245307,248226,245599,245.6,3.85,3.31,7.66,59.2,26.71,5,2,0,0,59.43,992,1,0,0,938
scenario 1,alg3,3.9,245599,248399,244787,244.79,3.85,3.3,7.65,59.06,26.29,5,2,0,0,59.29,990,3,0,0,923
scenario 1,alg3,3.89,244787,248279,244866,244.87,3.86,3.32,7.69,59.06,27.2,8,1,1,0,59.38,985,5,0,0,929
scenario 1,alg3,3.9,244866,247839,245087,245.09,3.84,3.31,7.68,59.28,25.8,4,1,0,0,59.45,988,6,0,1,938
scenario 1,alg3,3.9,245087,247736,244712,244.71,3.86,3.35,7.72,59.01,26.75,8,3,1,0,59.4,986,2,0,0,929
scenario 1,alg3,3.89,244712,247757,244436,244.44,3.86,3.35,7.72,59.03,26.56,6,2,1,0,59.33,987,4,0,0,924
scenario 1,alg3,3.87,244436,247759,245249,245.25,3.84,3.31,7.68,59.2,27.88,7,0,1,0,59.45,987,4,1,0,938
scenario 1,alg3,3.87,245249,247860,244851,244.85,3.84,3.33,7.7,59.22,25.75,4,0,0,0,59.35,989,5,2,0,929
scenario 1,alg3,3.89,244851,248002,244582,244.58,3.89,3.34,7.7,59.07,25.75,6,2,0,0,59.34,987,4,1,0,924
scenario 1,alg3,3.87,244582,247914,244952,244.95,3.9,3.36,7.71,59.09,25.6,7,3,0,0,59.43,987,1,2,0,932
scenario 1,alg3,3.86,244952,247863,245107,245.11,3.84,3.31,7.67,59.12,26.64,7,3,1,0,59.49,986,2,1,0,938
scenario 1,alg3,3.85,245107,247678,245344,245.34,3.86,3.32,7.68,59.23,27.0,6,2,1,0,59.52,988,1,1,1,942
scenario 1,alg3,3.9,245344,247782,245511,245.51,3.86,3.33,7.69,59.2,26.22,5,3,1,0,59.5,989,1,1,0,941
scenario 1,alg3,3.89,245511,248042,245538,245.54,3.89,3.35,7.72,59.2,27.11,6,2,1,0,59.49,988,2,1,0,940
scenario 1,alg3,3.87,245538,248090,245778,245.78,3.82,3.28,7.64,59.27,27.25,6,1,1,0,59.53,988,3,1,0,945
scenario 1,alg3,3.89,245778,248072,245256,245.26,3.86,3.33,7.69,59.23,27.0,6,1,0,0,59.46,986,6,1,0,939
scenario 1,alg3,3.88,245256,247780,245443,245.44,3.81,3.29,7.65,59.27,27.57,6,1,0,0,59.49,987,5,1,0,941
scenario 1,alg3,3.9,245443,247910,245266,245.27,3.84,3.31,7.67,59.19,27.0,4,3,0,0,59.42,990,2,1,0,933
scenario 1,alg3,3.91,245266,248264,245570,245.57,3.78,3.26,7.63,59.2,26.71,5,2,0,0,59.43,991,2,0,0,938
scenario 1,alg3,3.9,245570,248328,245181,245.18,3.81,3.28,7.65,59.1,27.14,5,2,0,0,59.33,990,3,0,0,927
scenario 1,alg3,3.9,245181,248450,245182,245.18,3.81,3.27,7.62,59.2,28.43,6,1,0,0,59.41,988,5,0,0,933
scenario 1,alg3,3.9,245182,248121,245441,245.44,3.79,3.25,7.6,59.17,26.38,8,0,0,0,59.43,989,3,0,0,936
scenario 1,alg3,3.91,245441,248255,245457,245.46,3.78,3.23,7.59,59.11,25.44,9,0,0,0,59.42,989,2,0,0,933
scenario 1,alg3,3.9,245457,248434,245891,245.89,3.78,3.26,7.62,59.17,28.09,11,0,0,0,59.52,987,2,0,0,941
scenario 1,alg3,3.89,245891,248404,245287,245.29,3.83,3.28,7.64,59.21,27.57,6,1,0,0,59.43,990,3,0,0,937
scenario 1,alg3,3.97,245287,248081,245554,245.55,3.83,3.31,7.67,59.13,26.0,6,2,0,0,59.39,992,0,0,0,933
scenario 1,alg3,3.93,245554,248608,245891,245.89,3.81,3.27,7.63,59.23,28.33,6,3,0,0,59.51,990,1,0,0,942
scenario 1,alg3,3.91,245891,248453,245890,245.89,3.8,3.26,7.62,59.29,27.17,6,0,0,0,59.48,990,4,0,0,945
scenario 1,alg3,3.84,245890,248259,245745,245.75,3.78,3.23,7.59,59.27,26.8,4,1,0,0,59.44,991,4,0,0,939
scenario 1,alg3,3.85,245745,248452,245934,245.93,3.78,3.22,7.58,59.36,26.6,4,0,1,0,59.52,991,4,0,0,946
scenario 1,alg3,3.86,245934,248321,246322,246.32,3.81,3.26,7.62,59.27,25.88,8,0,0,0,59.54,990,1,1,0,947
scenario 1,alg3,3.88,246322,248616,247029,247.03,3.81,3.28,7.64,59.48,27.86,7,0,0,0,59.7,990,2,1,0,962
scenario 1,alg3,3.88,247029,248592,246961,246.96,3.77,3.24,7.6,59.44,27.17,6,0,0,0,59.64,993,0,1,0,958
scenario 1,alg3,3.91,246961,248815,246889,246.89,3.77,3.26,7.62,59.42,25.6,4,1,0,0,59.59,994,1,0,0,955
scenario 1,alg3,3.94,246889,248912,246889,246.89,3.82,3.3,7.65,59.45,27.0,3,2,0,0,59.61,993,2,0,0,955
scenario 1,alg3,3.9,246889,248890,246299,246.3,3.8,3.28,7.64,59.32,28.0,4,2,0,0,59.51,993,1,0,0,946
scenario 1,alg3,3.93,246299,248746,246214,246.21,3.79,3.26,7.61,59.34,26.25,4,0,0,0,59.48,992,4,0,0,944
scenario 1,alg3,3.89,246214,248719,246616,246.62,3.78,3.27,7.63,59.42,27.8,5,0,0,0,59.58,991,4,0,0,953
scenario 1,alg3,3.91,246616,248638,246939,246.94,3.81,3.26,7.62,59.56,26.33,3,0,0,0,59.66,992,5,0,0,960
scenario 1,alg3,3.91,246939,248680,246080,246.08,3.78,3.25,7.61,59.27,25.56,8,1,0,0,59.58,989,2,0,0,948
scenario 1,alg3,3.9,246080,248320,245891,245.89,3.78,3.25,7.61,59.16,26.0,11,0,0,0,59.53,988,1,0,0,944
scenario 1,alg3,3.9,245891,248279,245617,245.62,3.78,3.26,7.62,59.12,26.73,11,0,0,0,59.48,988,1,0,0,939
scenario 1,alg3,3.95,245617,248253,245945,245.94,3.83,3.31,7.66,59.25,28.75,8,0,0,0,59.49,990,2,0,0,942
scenario 1,alg3,3.87,245945,248502,245833,245.83,3.75,3.23,7.59,59.35,28.0,3,0,0,0,59.44,993,4,0,0,940
scenario 1,alg3,3.85,245833,248597,246350,246.35,3.76,3.25,7.62,59.35,25.33,6,0,0,0,59.55,991,2,1,0,948
scenario 1,alg3,3.82,246350,248636,246487,246.49,3.73,3.24,7.6,59.31,26.33,8,1,0,0,59.61,989,2,0,0,953
scenario 1,alg3,3.8,246487,248437,246168,246.17,3.75,3.24,7.6,59.35,26.88,7,1,0,0,59.61,988,4,0,0,953
