scenario,algorithm,net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
scenario 3,alg1,20.36,537286,562051,562051,187.35,7.09,3.3,7.66,51.27,26.82,369,256,1,1,57.73,1991,377,2,3,1748
scenario 3,alg1,21.44,562051,587182,577537,192.51,7.36,3.29,7.64,52.01,27.03,404,126,5,16,57.63,2060,378,7,4,1799
scenario 3,alg1,19.01,577537,603297,603297,201.1,6.25,3.28,7.64,53.43,26.3,388,8,5,16,57.81,2193,383,4,3,1943
scenario 3,alg1,22.48,603297,626674,626674,208.89,7.05,3.28,7.63,54.06,26.67,384,6,4,16,58.4,2322,260,6,2,2060
scenario 3,alg1,22.91,626674,650034,650034,216.68,7.03,3.28,7.64,54.53,26.21,378,7,4,0,58.75,2464,126,5,16,2193
scenario 3,alg1,23.62,650034,672709,672709,224.24,6.95,3.27,7.63,54.59,26.3,383,4,3,0,58.82,2581,8,5,16,2322
scenario 3,alg1,23.29,672709,692200,670530,223.51,6.87,3.26,7.62,55.25,27.23,285,7,6,33,58.72,2613,36,8,12,2321
scenario 3,alg1,22.72,670530,690650,640939,213.65,7.0,3.25,7.61,54.68,26.74,203,14,15,118,58.37,2523,106,13,8,2179
scenario 3,alg1,23.09,640939,663662,663662,221.22,6.94,3.25,7.6,55.54,25.89,138,14,13,116,58.6,2661,37,14,7,2340
scenario 3,alg1,23.99,663662,682945,682945,227.65,6.98,3.24,7.59,56.61,27.65,130,13,15,86,59.17,2693,16,13,34,2523
scenario 3,alg1,23.61,682945,694349,635725,211.91,7.42,3.23,7.58,55.09,25.73,167,13,11,165,59.05,2448,66,17,113,2366
scenario 3,alg1,22.56,635725,644505,644505,214.84,6.95,3.25,7.6,55.46,25.56,129,16,9,164,59.0,2533,23,15,111,2400
scenario 3,alg1,22.85,644505,654085,654085,218.03,6.89,3.26,7.62,56.28,28.4,93,15,33,164,59.44,2573,22,17,83,2448
scenario 3,alg1,23.59,654085,662971,662971,220.99,7.0,3.28,7.63,56.76,25.92,66,17,113,0,58.92,2615,13,11,165,2533
scenario 3,alg1,21.46,662971,669160,625943,208.65,6.71,3.25,7.6,55.29,25.28,84,21,105,116,58.95,2438,73,11,152,2353
scenario 3,alg1,22.2,625943,633708,633708,211.24,6.92,3.25,7.6,55.96,26.73,116,17,82,114,59.56,2452,36,30,153,2396
scenario 3,alg1,21.99,633708,639845,639845,213.28,6.77,3.27,7.62,55.19,26.6,92,14,156,111,59.25,2490,28,104,5,2438
scenario 3,alg1,23.03,639845,645492,645492,215.16,7.04,3.27,7.62,56.3,26.03,73,11,152,0,58.89,2522,21,105,116,2452
scenario 3,alg1,22.07,645492,651684,597558,199.19,7.75,3.26,7.62,54.07,26.26,113,34,136,178,59.12,2298,65,75,101,2221
scenario 3,alg1,20.22,597558,606029,606029,202.01,6.6,3.27,7.62,54.48,25.38,124,94,10,175,59.0,2326,31,139,101,2253
scenario 3,alg1,22.34,606029,613540,613540,204.51,7.15,3.27,7.63,54.15,27.36,98,94,103,173,59.1,2366,23,137,6,2298
scenario 3,alg1,20.68,613540,620599,591968,197.32,6.74,3.26,7.61,54.91,26.22,69,76,94,110,58.68,2283,64,129,175,2197
scenario 3,alg1,21.18,591968,601075,601075,200.36,6.93,3.26,7.61,54.3,26.0,59,130,94,109,58.55,2322,103,10,173,2238
scenario 3,alg1,20.72,601075,608373,586505,195.5,7.07,3.25,7.6,54.83,26.47,80,128,13,166,59.03,2229,131,89,164,2167
scenario 3,alg1,19.47,586505,593933,593933,197.98,6.49,3.26,7.61,53.83,26.24,112,126,168,62,58.93,2246,89,89,108,2211
scenario 3,alg1,19.62,593933,602044,581788,193.93,6.57,3.25,7.6,53.5,25.78,170,16,168,119,58.69,2186,150,88,103,2123
scenario 3,alg1,21.41,581788,590721,590721,196.91,7.18,3.25,7.6,53.85,27.07,165,88,164,57,58.88,2216,131,16,163,2148
scenario 3,alg1,20.46,590721,599304,599304,199.77,6.77,3.26,7.61,54.65,26.73,118,91,107,57,58.61,2273,125,165,64,2186
scenario 3,alg1,20.79,599304,609632,562171,187.39,7.64,3.27,7.63,52.37,25.63,210,94,97,145,58.32,2126,60,154,114,1972
scenario 3,alg1,20.23,562171,576655,545071,181.69,7.52,3.28,7.64,51.6,25.78,244,29,148,216,58.56,2011,144,154,54,1862
scenario 3,alg1,17.57,545071,560638,526823,175.61,6.43,3.26,7.62,49.87,26.25,241,155,68,345,58.59,1910,136,88,57,1817
scenario 3,alg1,18.54,526823,539072,532783,177.59,6.83,3.26,7.61,51.08,26.39,162,145,108,244,58.04,2011,115,91,124,1834
scenario 3,alg1,19.98,532783,548357,548357,182.79,7.29,3.28,7.64,52.37,27.84,183,144,59,166,57.9,2071,45,139,193,1879
scenario 3,alg1,17.3,548357,565007,565007,188.34,6.05,3.29,7.64,54.46,26.57,150,87,61,17,57.74,2121,159,69,336,2011
scenario 3,alg1,20.47,565007,575601,575601,191.87,6.97,3.29,7.65,54.69,26.11,115,91,124,0,58.22,2173,145,108,244,2071
scenario 3,alg1,19.82,575601,585370,585370,195.12,6.71,3.29,7.65,54.92,25.9,45,139,193,0,59.09,2254,144,59,166,2121
scenario 3,alg1,20.46,585370,597908,597908,199.3,6.72,3.29,7.64,52.83,25.68,159,69,336,0,59.11,2271,87,61,17,2173
scenario 3,alg1,21.35,597908,607957,607957,202.65,6.91,3.27,7.63,53.57,26.35,145,108,244,0,58.97,2288,91,124,0,2254
scenario 3,alg1,22.21,607957,615050,603132,201.04,7.39,3.29,7.65,54.46,28.22,164,60,162,39,58.79,2243,140,191,1,2208
scenario 3,alg1,22.62,603132,611372,607667,202.56,7.36,3.27,7.63,55.7,26.28,112,64,18,40,58.19,2358,77,328,3,2202
scenario 3,alg1,20.87,607667,620302,620302,206.77,6.62,3.28,7.63,55.57,25.74,111,126,2,38,58.6,2371,112,235,5,2225
scenario 3,alg1,21.16,620302,632824,609468,203.16,6.75,3.27,7.63,54.55,25.69,158,190,6,74,59.35,2283,96,154,39,2243
scenario 3,alg1,21.0,609468,617562,572549,190.85,7.73,3.24,7.6,51.41,25.57,179,290,15,201,59.06,2145,100,22,48,2033
scenario 3,alg1,20.27,572549,585574,585574,195.19,6.86,3.24,7.6,52.07,26.51,207,208,14,197,58.81,2184,131,10,49,2060
scenario 3,alg1,20.65,585574,598370,598370,199.46,6.78,3.25,7.61,53.63,28.35,144,150,46,140,58.44,2268,172,9,71,2145
scenario 3,alg1,19.56,598370,610599,555235,185.08,7.24,3.24,7.6,53.22,25.76,161,33,52,175,57.71,2061,303,24,191,1923
scenario 3,alg1,20.35,555235,569762,526511,175.5,7.92,3.25,7.61,51.3,25.29,229,26,56,310,58.09,1936,254,23,166,1787
scenario 3,alg1,19.29,526511,542316,542316,180.77,6.97,3.25,7.61,51.47,26.41,284,25,72,309,58.95,1990,153,48,119,1851
scenario 3,alg1,20.52,542316,558139,548180,182.73,7.47,3.23,7.59,50.55,26.61,361,26,165,181,58.29,1994,61,57,155,1879
scenario 3,alg1,17.38,548180,562528,497756,165.92,7.1,3.25,7.61,50.02,25.93,267,70,140,239,57.58,1806,165,56,257,1642
scenario 3,alg1,16.47,497756,515591,491882,163.96,6.38,3.26,7.62,49.69,26.22,277,49,98,346,57.79,1797,125,69,239,1603
scenario 3,alg1,19.1,491882,509506,497052,165.68,7.69,3.27,7.63,49.92,26.5,219,54,126,352,57.74,1850,113,145,141,1635
scenario 3,alg1,15.87,497052,514734,514734,171.58,6.02,3.28,7.64,51.07,26.85,197,54,228,158,57.6,1910,84,142,227,1734
scenario 3,alg1,16.56,514734,530854,493035,164.34,6.29,3.3,7.65,50.63,26.03,133,75,217,243,57.68,1863,74,91,304,1703
scenario 3,alg1,18.25,493035,507005,507005,169.0,6.99,3.28,7.64,51.5,26.02,128,137,134,206,57.94,1902,59,116,318,1757
scenario 3,alg1,17.8,507005,519197,519197,173.07,6.63,3.27,7.63,51.75,27.19,99,132,201,206,58.38,1940,61,212,149,1863
scenario 3,alg1,18.55,519197,528361,528361,176.12,6.83,3.28,7.64,52.94,26.16,74,91,304,0,57.91,1996,75,217,243,1902
scenario 3,alg1,18.87,528361,538756,538756,179.59,6.89,3.29,7.64,52.9,26.54,59,116,318,0,58.08,2030,137,134,206,1940
scenario 3,alg1,19.18,538756,547988,547988,182.66,6.85,3.28,7.64,54.09,26.47,61,212,149,0,58.61,2039,132,201,206,1996
scenario 3,alg1,18.96,547988,554979,554979,184.99,6.61,3.26,7.62,52.74,26.03,75,217,243,0,58.54,2070,91,304,0,2030
scenario 3,alg1,17.4,554979,563786,563786,187.93,6.05,3.29,7.64,53.45,25.97,137,134,206,0,58.65,2089,116,318,0,2039
scenario 3,alg1,18.02,563786,573361,527651,175.88,6.59,3.28,7.63,51.02,26.3,175,185,192,152,58.6,1886,254,146,10,1852
scenario 3,alg1,19.73,527651,537334,537334,179.11,7.15,3.3,7.65,51.69,25.72,164,285,4,149,58.22,1935,225,226,12,1869
scenario 3,alg1,18.46,537334,549000,513767,171.26,7.35,3.29,7.64,50.18,26.7,208,289,11,260,58.26,1855,189,183,5,1721
scenario 3,alg1,18.15,513767,531141,531141,177.05,6.74,3.3,7.65,51.55,26.06,316,143,10,128,57.88,1890,197,179,137,1769
scenario 3,alg1,16.93,531141,547538,547538,182.51,6.1,3.29,7.64,51.39,27.03,284,209,10,127,57.86,1939,284,11,136,1855
scenario 3,alg1,19.5,547538,560363,560363,186.79,6.85,3.29,7.63,54.14,26.86,189,183,5,0,58.06,2063,289,11,260,1890
scenario 3,alg1,18.62,560363,577474,577474,192.49,6.35,3.29,7.64,52.67,26.29,197,179,137,0,58.11,2206,143,10,128,1939
scenario 3,alg1,21.08,577474,599549,599549,199.85,6.94,3.29,7.64,53.75,25.22,284,11,136,0,58.54,2223,209,10,127,2063
scenario 3,alg1,21.55,599549,614890,579821,193.27,7.66,3.26,7.61,51.57,26.72,324,17,244,95,58.85,2088,206,16,10,2027
scenario 3,alg1,21.37,579821,591330,573308,191.1,7.56,3.29,7.64,52.94,26.2,223,22,124,138,58.38,2153,200,127,13,1955
scenario 3,alg1,22.12,573308,592112,587334,195.78,7.46,3.28,7.63,52.15,26.96,280,28,123,143,58.11,2257,37,120,12,1966
scenario 3,alg1,19.67,587334,608403,542157,180.72,7.68,3.27,7.62,51.45,25.5,282,49,21,264,58.16,1997,107,201,79,1824
scenario 3,alg1,19.06,542157,559607,559607,186.54,6.69,3.25,7.6,51.19,26.35,307,119,17,226,58.32,2044,60,114,113,1936
scenario 4,alg1,9.78,262439,301652,301652,75.41,6.46,3.29,7.65,40.67,26.52,501,526,511,341,53.21,678,451,511,481,335
scenario 4,alg1,11.81,301652,341383,341383,85.35,6.75,3.29,7.64,42.29,26.73,478,498,544,163,53.59,845,488,508,476,508
scenario 4,alg1,12.58,341383,380486,380486,95.12,6.26,3.3,7.66,44.0,26.48,466,499,499,0,54.12,1008,513,508,507,678
scenario 4,alg1,15.16,380486,418785,411409,102.85,7.1,3.31,7.67,44.31,26.27,448,503,484,44,54.89,1146,534,507,334,820
scenario 4,alg1,15.75,411409,449340,449340,112.33,6.75,3.3,7.66,44.49,26.18,501,497,473,41,55.61,1286,496,542,164,981
scenario 4,alg1,17.39,449340,486797,486797,121.7,6.92,3.28,7.64,44.27,26.39,523,500,500,41,55.76,1439,496,496,5,1146
scenario 4,alg1,18.99,486797,523690,503050,125.76,7.46,3.27,7.63,45.03,26.43,533,499,326,105,55.77,1503,522,466,46,1208
scenario 4,alg1,17.6,503050,539862,520048,130.01,6.47,3.28,7.64,45.54,26.43,504,526,156,208,55.76,1613,496,452,45,1291
scenario 4,alg1,20.78,520048,557394,552617,138.15,7.39,3.28,7.63,46.95,26.53,533,470,13,214,56.02,1752,493,476,49,1405
scenario 4,alg1,20.67,552617,590734,550544,137.64,7.78,3.29,7.65,46.3,26.26,548,419,51,310,56.25,1749,505,311,107,1426
scenario 4,alg1,20.69,550544,587495,564348,141.09,7.35,3.31,7.67,46.27,25.87,543,402,55,331,56.44,1827,504,151,187,1490
scenario 4,alg1,21.9,564348,601051,601051,150.26,7.0,3.33,7.68,46.96,26.82,526,425,54,318,56.92,2021,437,25,194,1653
scenario 4,alg1,19.61,601051,637796,549981,137.5,7.07,3.32,7.67,45.24,25.91,548,261,91,575,56.52,1820,397,62,246,1485
scenario 4,alg1,20.1,549981,585361,585361,146.34,6.66,3.27,7.63,46.39,26.02,549,144,160,462,56.37,1983,366,54,282,1658
scenario 4,alg1,18.64,585361,618527,618527,154.63,5.91,3.27,7.63,48.99,28.14,474,35,165,458,57.21,2170,371,57,270,1820
scenario 4,alg1,21.56,618527,650428,605775,151.44,6.97,3.28,7.63,49.26,25.9,410,71,235,208,56.28,2161,306,91,518,1788
scenario 4,alg1,21.93,605775,638656,638656,159.66,6.65,3.28,7.63,49.4,25.44,411,60,259,205,56.7,2326,162,160,417,1971
scenario 4,alg1,24.36,638656,668633,639618,159.9,7.46,3.28,7.64,50.19,27.09,436,66,236,320,58.5,2299,84,162,397,2032
scenario 4,alg1,25.12,639618,664792,654419,163.6,7.5,3.32,7.68,48.72,25.79,346,99,484,175,57.46,2391,80,224,201,2146
scenario 4,alg1,23.35,654419,677235,606223,151.56,7.89,3.32,7.68,46.99,25.66,285,145,345,522,57.22,2227,96,216,164,1939
scenario 4,alg1,21.63,606223,630363,601027,150.26,6.97,3.3,7.66,48.3,26.84,228,141,319,544,57.84,2230,85,198,255,1919
scenario 4,alg1,22.01,601027,626561,626561,156.64,6.75,3.33,7.69,49.25,27.11,182,193,166,499,57.03,2325,92,394,149,2081
scenario 4,alg1,21.13,626561,647349,589417,147.35,6.73,3.33,7.68,49.53,25.76,128,192,146,456,56.65,2151,169,296,462,1998
scenario 4,alg1,21.6,589417,604819,604819,151.2,6.85,3.32,7.68,51.1,26.53,106,186,234,316,57.65,2210,150,290,508,2083
scenario 4,alg1,22.62,604819,620882,612116,153.03,7.13,3.31,7.66,50.42,26.69,131,360,142,343,58.08,2220,192,159,453,2099
scenario 4,alg1,20.8,612116,627033,588226,147.06,6.66,3.33,7.68,48.1,25.13,197,283,418,253,57.38,2074,219,145,411,1996
scenario 4,alg1,19.12,588226,601800,529752,132.44,7.35,3.32,7.68,45.71,25.82,263,264,390,598,57.83,1787,230,211,257,1721
scenario 4,alg1,19.28,529752,548202,548202,137.05,6.82,3.34,7.7,46.88,26.84,320,151,361,572,57.71,1865,321,134,276,1743
scenario 4,alg1,19.01,548202,566942,545160,136.29,6.64,3.34,7.69,46.88,26.81,277,136,339,527,56.32,1886,280,345,210,1709
scenario 4,alg1,21.31,545160,565423,550583,137.65,7.64,3.31,7.67,49.25,26.18,246,198,246,225,56.09,1897,263,374,551,1706
scenario 4,alg1,20.3,550583,574571,574571,143.64,6.81,3.29,7.65,50.1,27.21,334,130,263,219,57.19,2024,157,344,529,1818
scenario 4,alg1,19.81,574571,596833,596833,149.21,6.4,3.3,7.66,50.2,25.57,288,335,205,72,57.35,2107,141,341,511,1897
scenario 4,alg1,22.17,596833,618175,595324,148.83,7.37,3.31,7.67,47.12,25.65,298,358,534,107,57.42,2038,200,241,224,1916
scenario 4,alg1,21.41,595324,614103,614103,153.53,6.71,3.31,7.66,49.17,26.83,193,332,513,106,58.12,2249,133,259,215,1999
scenario 4,alg1,22.56,614103,638335,638335,159.58,6.79,3.29,7.64,49.17,27.3,156,327,489,104,57.21,2310,327,209,78,2038
scenario 4,alg1,23.56,638335,662723,662723,165.68,6.87,3.28,7.63,51.48,25.73,200,241,224,0,56.61,2336,358,534,107,2249
scenario 4,alg1,24.84,662723,676963,676963,169.24,7.1,3.3,7.65,53.33,27.98,133,259,215,0,57.86,2442,332,513,106,2310
scenario 4,alg1,23.42,676963,697608,627595,156.9,7.81,3.3,7.65,50.17,25.07,357,195,77,340,58.19,2167,326,438,100,2044
scenario 4,alg1,21.97,627595,648380,648380,162.09,6.59,3.3,7.65,47.12,24.96,398,483,100,338,58.02,2236,233,203,9,2144
scenario 4,alg1,22.8,648380,665317,665317,166.33,6.67,3.29,7.64,49.15,27.81,361,465,102,337,59.02,2295,241,193,6,2167
scenario 4,alg1,21.76,665317,687861,627029,156.76,6.64,3.29,7.64,48.35,26.53,342,394,95,292,56.87,2254,248,69,306,1979
scenario 4,alg1,21.87,627029,655279,614693,153.67,6.98,3.31,7.66,48.28,25.08,352,176,22,458,56.1,2170,450,92,280,1854
scenario 4,alg1,22.34,614693,642348,626784,156.7,6.89,3.3,7.66,50.08,27.6,347,169,11,525,58.11,2161,414,97,276,1991
scenario 4,alg1,19.11,626784,649278,550915,137.73,6.28,3.31,7.66,46.48,25.38,255,94,222,791,57.38,1959,388,74,217,1730
scenario 4,alg1,16.78,550915,577258,496556,124.14,6.13,3.32,7.67,43.15,24.93,377,73,187,1068,56.68,1695,275,25,300,1483
scenario 4,alg1,17.9,496556,520326,520326,130.08,6.69,3.33,7.68,45.18,27.29,428,68,185,998,58.13,1734,203,17,367,1631
scenario 4,alg1,19.01,520326,539150,539150,134.79,6.84,3.34,7.69,47.96,28.1,408,64,184,515,56.18,1855,111,189,674,1695
scenario 4,alg1,19.56,539150,560037,560037,140.01,6.74,3.3,7.66,50.51,25.53,275,25,300,0,54.91,2072,73,187,1068,1734
scenario 4,alg1,20.85,560037,585423,585423,146.36,6.87,3.33,7.68,52.92,27.24,203,17,367,0,57.33,2162,68,185,998,1855
scenario 4,alg1,21.48,585423,608519,566339,141.58,7.49,3.33,7.69,48.44,25.17,174,176,623,225,58.39,2061,90,171,480,1869
scenario 4,alg1,20.88,566339,584568,584568,146.14,6.92,3.33,7.68,45.35,25.03,144,171,982,225,57.83,2153,37,280,8,1959
scenario 4,alg1,19.39,584568,602202,571138,142.78,6.55,3.33,7.68,46.6,27.54,151,163,874,353,58.55,2043,75,328,13,1912
scenario 4,alg1,21.6,571138,589198,589198,147.3,7.11,3.32,7.68,49.67,27.6,160,167,461,145,56.38,2085,177,590,215,2004
scenario 4,alg1,19.04,589198,602750,547588,136.9,6.71,3.31,7.67,49.44,25.53,141,250,21,425,55.76,1904,228,838,193,1797
scenario 4,alg1,20.1,547588,562536,562536,140.63,6.95,3.32,7.68,51.63,26.23,160,305,18,301,57.82,1942,176,788,310,1840
scenario 4,alg1,20.27,562536,581851,567325,141.83,7.05,3.31,7.67,47.5,26.07,277,512,190,365,58.35,1935,171,416,134,1835
scenario 4,alg1,20.79,567325,586023,586023,146.51,6.93,3.32,7.68,46.59,25.2,250,811,192,76,57.23,1982,249,25,415,1874
scenario 4,alg1,17.5,586023,602696,517471,129.37,6.21,3.28,7.64,44.46,26.54,192,662,257,580,57.59,1707,323,19,260,1606
scenario 4,alg1,19.47,517471,538500,528432,132.11,7.15,3.3,7.67,47.18,26.34,225,357,115,552,56.63,1800,474,162,315,1597
scenario 4,alg1,20.85,528432,553984,553984,138.5,7.31,3.29,7.65,47.22,27.36,302,28,348,550,56.02,1830,704,164,74,1663
scenario 4,alg1,20.16,553984,575752,575752,143.94,6.75,3.33,7.69,51.6,26.54,335,21,258,43,56.53,1856,662,256,569,1800
scenario 4,alg1,18.66,575752,596662,596662,149.17,6.18,3.31,7.67,49.71,26.34,474,162,315,0,57.0,2025,357,115,552,1830
scenario 4,alg1,22.29,596662,624741,586221,146.56,7.45,3.31,7.66,48.39,24.93,713,162,76,196,57.82,1961,56,321,515,1696
scenario 4,alg1,21.47,586221,615872,615872,153.97,6.78,3.31,7.67,44.87,26.16,692,237,532,195,58.09,2025,28,244,47,1855
scenario 4,alg1,23.33,615872,641511,641511,160.38,7.02,3.31,7.67,48.34,27.22,391,112,514,192,57.49,2332,157,295,7,1961
scenario 4,alg1,23.8,641511,671951,646882,161.72,7.35,3.3,7.66,48.96,27.53,87,316,489,118,56.2,2551,166,80,193,1926
scenario 4,alg1,23.88,646882,685576,636544,159.14,7.52,3.29,7.64,50.72,25.29,146,222,53,313,56.43,2354,255,473,184,1993
scenario 4,alg1,23.72,636544,664646,619981,155.0,7.75,3.29,7.65,49.3,26.25,283,254,29,503,57.71,2206,128,426,171,2086
scenario 4,alg1,22.93,619981,637496,637496,159.37,6.93,3.26,7.62,50.94,26.3,252,77,177,407,58.22,2272,276,430,109,2148
scenario 4,alg1,21.25,637496,656050,656050,164.01,6.4,3.29,7.64,49.11,26.57,270,434,175,218,57.63,2337,207,68,291,2206
scenario 4,alg1,25.11,656050,672733,672733,168.18,7.27,3.28,7.63,51.89,26.28,128,426,171,0,57.55,2489,254,29,503,2272
scenario 4,alg1,25.02,672733,693352,693352,173.34,7.03,3.3,7.66,51.68,27.47,276,430,109,0,57.88,2524,77,177,407,2337
scenario 4,alg1,25.27,693352,714792,690725,172.68,7.15,3.3,7.66,52.05,25.2,245,76,278,100,57.74,2493,433,168,207,2359
scenario 4,alg1,26.37,690725,707817,707817,176.95,7.22,3.32,7.68,51.08,26.36,283,40,473,98,58.2,2523,415,162,6,2406
scenario 4,alg1,25.72,707817,724329,724329,181.08,6.87,3.33,7.69,52.63,26.84,100,172,384,97,58.61,2716,419,108,4,2493
scenario 4,alg1,25.61,724329,747881,673751,168.44,7.82,3.34,7.7,48.68,25.69,433,163,187,355,57.82,2426,91,250,95,2216
scenario 4,alg1,26.01,673751,696411,692623,173.16,7.35,3.33,7.68,50.31,25.81,409,157,18,360,57.88,2501,53,411,91,2367
scenario 4,alg1,23.22,692623,711207,660095,165.02,6.86,3.33,7.68,50.11,27.67,436,107,21,506,58.31,2288,237,316,89,2163
scenario 4,alg1,24.82,660095,679862,667545,166.89,7.31,3.32,7.67,50.69,25.43,248,241,92,226,57.07,2518,181,175,319,2181
scenario 4,alg1,25.13,667545,693799,693799,173.45,7.07,3.32,7.67,50.76,26.52,187,380,87,213,57.47,2612,169,28,324,2227
scenario 4,alg1,25.94,693799,722599,690847,172.71,7.36,3.3,7.66,51.6,26.79,309,305,87,153,58.34,2519,133,33,461,2344
scenario 4,alg1,24.56,690847,710292,694602,173.65,6.89,3.32,7.68,50.34,25.87,269,172,298,163,57.47,2571,231,85,211,2326
scenario 4,alg1,24.72,694602,717126,695246,173.81,6.92,3.3,7.66,51.31,26.59,256,49,289,227,57.69,2563,346,74,196,2278
scenario 4,alg1,26.02,695246,718977,699601,174.9,7.32,3.31,7.66,51.51,26.99,190,48,420,175,57.96,2634,298,87,148,2343
scenario 4,alg1,25.59,699601,724258,701072,175.27,7.15,3.34,7.69,51.4,25.73,303,93,201,183,57.61,2582,199,285,154,2338
scenario 4,alg1,26.13,701072,724949,714006,178.5,7.22,3.31,7.67,51.46,26.46,417,87,195,133,58.03,2592,80,281,215,2439
scenario 1,alg2,1.46,67537,77660,77260,77.26,3.17,3.33,7.68,41.9,26.51,114,114,113,82,53.18,181,134,123,139,86
scenario 1,alg2,1.63,77260,87455,86756,86.76,3.14,3.28,7.63,43.1,26.55,115,119,126,40,54.13,216,136,116,132,133
scenario 1,alg2,1.89,86756,96545,95697,95.7,3.28,3.34,7.69,43.16,26.16,129,124,142,0,54.26,255,119,110,121,165
scenario 1,alg2,1.85,95697,105823,104962,104.96,3.01,3.31,7.66,43.48,26.31,134,124,140,0,54.82,295,113,112,82,199
scenario 1,alg2,2.21,104962,115287,113871,113.87,3.23,3.29,7.65,44.05,26.59,138,117,133,0,55.12,329,118,125,40,229
scenario 1,alg2,2.41,113871,124387,122402,122.4,3.3,3.3,7.65,44.75,26.44,121,112,122,0,54.83,381,122,141,1,260
scenario 1,alg2,2.44,122402,133672,131445,131.44,3.13,3.28,7.64,46.27,26.59,113,115,85,0,55.23,425,122,139,1,293
scenario 1,alg2,2.44,131445,143123,140743,140.74,2.97,3.29,7.64,47.25,26.65,116,129,45,1,55.7,462,118,128,1,337
scenario 1,alg2,3.02,140743,151951,149753,149.75,3.4,3.28,7.64,48.01,26.21,118,143,7,0,55.99,498,114,119,1,384
scenario 1,alg2,2.86,149753,160328,157469,157.47,3.03,3.32,7.68,48.53,26.47,123,138,5,0,56.52,530,118,83,3,416
scenario 1,alg2,3.1,157469,168095,164596,164.6,3.2,3.32,7.67,49.04,26.54,120,125,7,1,56.66,568,128,48,3,443
scenario 1,alg2,3.51,164596,175501,166950,166.95,3.69,3.31,7.66,48.55,26.25,117,105,5,17,55.74,594,143,15,4,403
scenario 1,alg2,3.14,166950,180886,178446,178.45,2.98,3.31,7.66,50.51,26.53,117,77,5,16,57.08,634,135,12,4,515
scenario 1,alg2,3.7,178446,188734,185513,185.51,3.45,3.35,7.71,51.23,26.96,128,49,6,16,57.26,673,115,9,4,543
scenario 1,alg2,3.65,185513,196273,193466,193.47,3.23,3.31,7.66,52.02,26.13,142,18,4,2,57.17,703,107,9,15,580
scenario 1,alg2,3.65,193466,203394,199901,199.9,3.13,3.32,7.68,52.7,26.75,138,14,6,1,57.61,737,81,8,15,613
scenario 1,alg2,3.76,199901,209651,206262,206.26,3.06,3.31,7.66,53.77,26.99,121,10,4,0,57.96,787,52,10,16,640
scenario 1,alg2,4.05,206262,216793,213494,213.49,3.29,3.28,7.64,53.49,25.93,113,9,15,1,57.9,833,20,7,2,685
scenario 1,alg2,4.21,213494,223116,216047,216.05,3.38,3.32,7.67,53.92,26.54,88,11,14,1,57.44,860,15,9,2,658
scenario 1,alg2,4.09,216047,227932,223806,223.81,3.09,3.3,7.65,55.69,28.47,61,12,15,1,58.35,888,15,7,1,757
scenario 1,alg2,3.85,223806,231784,227387,227.39,2.94,3.3,7.65,56.83,26.68,24,11,3,2,58.08,930,11,17,2,784
scenario 1,alg2,4.59,227387,235307,222210,222.21,3.69,3.24,7.58,55.56,26.25,18,11,4,7,56.79,931,13,15,1,645
scenario 1,alg2,4.23,222210,237160,232574,232.57,3.13,3.29,7.64,57.56,26.5,20,9,4,7,58.85,934,13,13,0,841
scenario 1,alg2,4.44,232574,237849,226143,226.14,3.48,3.29,7.64,56.09,26.57,17,17,4,9,57.54,937,11,3,2,718
scenario 1,alg2,4.24,226143,237673,233160,233.16,3.11,3.28,7.63,57.5,26.7,20,15,2,3,58.79,935,13,3,9,842
scenario 1,alg2,4.12,233160,238429,232946,232.95,3.04,3.31,7.66,57.67,27.49,18,13,1,3,58.76,937,14,6,8,844
scenario 1,alg2,4.31,232946,238215,233703,233.7,3.15,3.28,7.63,57.98,26.21,14,7,2,1,58.76,942,21,4,9,845
scenario 1,alg2,3.71,233703,239128,234678,234.68,2.74,3.28,7.63,57.72,26.37,22,8,8,0,58.96,939,17,2,4,858
scenario 1,alg2,4.21,234678,239365,235588,235.59,3.07,3.23,7.58,57.93,25.82,19,7,8,0,59.06,944,17,2,3,866
scenario 1,alg2,4.23,235588,240147,234381,234.38,3.11,3.28,7.63,57.44,27.18,27,8,9,0,58.83,941,10,3,2,843
scenario 1,alg2,3.73,234381,239941,235796,235.8,2.71,3.26,7.61,57.95,26.43,19,4,5,0,58.85,950,10,11,1,860
scenario 1,alg2,4.22,235796,240810,235920,235.92,3.05,3.28,7.63,57.97,27.46,18,6,4,0,58.85,950,12,9,1,856
scenario 1,alg2,4.12,235920,241170,236528,236.53,2.97,3.27,7.63,58.1,26.85,16,5,5,0,58.94,954,11,9,0,865
scenario 1,alg2,4.19,236528,241468,236764,236.76,3.0,3.26,7.61,57.97,26.7,16,10,1,0,58.83,956,9,8,0,856
scenario 1,alg2,4.39,236764,242275,236393,236.39,3.18,3.3,7.64,57.91,26.41,16,9,2,0,58.79,956,9,7,1,853
scenario 1,alg2,4.34,236393,241987,237038,237.04,3.12,3.27,7.62,58.03,26.96,13,12,2,0,58.89,959,8,6,0,862
