city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.15,flatwise,5.04,1669.58,12.48,1.67,11.18,4.73,6.45,0,10.05,112.58
bern,0.15,flatwise,6.3,1829.34,12.22,1.83,10.8,4.45,6.35,0,8.08,117.6
bern,0.15,flatwise,6.3,2000.3,11.56,2.0,10.21,3.8,6.41,0,5.76,123.27
bern,0.15,flatwise,7.56,2008.52,12.41,2.01,10.58,4.67,5.91,5,9.02,122.28
bern,0.15,flatwise,3.78,2016.74,12.58,2.02,10.63,4.84,5.79,2,11.0,123.02
bern,0.15,flatwise,8.82,2069.51,12.12,2.07,10.31,4.44,5.87,4,8.32,125.7
bern,0.15,flatwise,7.56,1967.34,12.53,1.97,10.97,4.88,6.09,10,12.24,121.67
bern,0.15,flatwise,6.3,2134.67,12.39,2.13,10.16,4.7,5.46,0,8.85,128.33
bern,0.15,flatwise,10.08,2032.33,12.43,2.03,10.94,4.71,6.23,9,13.42,123.79
bern,0.15,flatwise,8.82,1853.96,12.8,1.85,12.27,5.06,7.21,24,15.71,116.2
bern,0.15,flatwise,6.3,1682.53,12.58,1.68,13.32,4.92,8.4,21,12.74,109.54
bern,0.15,flatwise,2.52,1814.15,11.32,1.81,12.07,3.62,8.45,0,6.96,115.68
bern,0.15,flatwise,7.56,1920.21,12.5,1.92,11.39,4.8,6.59,0,8.76,120.18
bern,0.15,flatwise,7.56,2029.9,12.53,2.03,10.41,4.79,5.62,0,10.15,126.93
bern,0.15,flatwise,8.82,2093.51,12.31,2.09,9.95,4.63,5.32,0,10.52,129.99
bern,0.15,flatwise,6.3,2214.25,12.29,2.21,9.49,4.6,4.89,0,11.02,132.71
bern,0.15,flatwise,5.04,2296.28,12.25,2.3,10.06,4.58,5.48,0,10.57,131.7
bern,0.15,flatwise,6.3,2154.09,12.49,2.15,10.46,4.8,5.66,5,13.38,128.43
bern,0.15,flatwise,5.04,2135.56,12.3,2.14,10.52,4.58,5.94,7,10.14,128.37
bern,0.15,flatwise,7.56,2233.15,11.99,2.23,9.74,4.27,5.47,0,9.97,133.73
bern,0.15,flatwise,8.82,2327.32,11.99,2.33,9.18,4.28,4.9,0,10.12,138.37
bern,0.15,flatwise,11.34,2133.05,12.43,2.13,11.11,4.74,6.37,27,15.27,128.37
bern,0.15,flatwise,8.82,2254.69,12.1,2.25,10.78,4.39,6.39,0,8.99,131.55
bern,0.15,flatwise,6.3,2118.33,12.56,2.12,11.82,4.87,6.95,25,15.68,125.13
