net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
9.58,504014,522284,483043,161.01,3.58,3.27,7.62,49.64,25.92,126,92,269,204,56.73,1878,110,84,237,1438
9.61,483043,510978,474721,158.24,3.62,3.29,7.64,48.46,25.62,143,91,240,303,56.44,1852,90,125,156,1351
8.32,474721,505745,490762,163.59,3.06,3.3,7.65,49.28,26.62,127,100,254,304,57.3,1864,95,155,101,1550
9.32,490762,512683,480348,160.12,3.41,3.29,7.64,49.45,26.75,128,79,184,326,56.57,1844,95,194,150,1432
8.39,480348,507123,490361,163.45,3.05,3.3,7.65,50.89,26.09,107,119,136,213,56.77,1861,93,213,258,1596
9.31,490361,509403,480396,160.13,3.47,3.29,7.65,50.59,26.6,121,133,92,275,56.86,1825,101,218,235,1471
9.1,480396,504198,458230,152.74,3.64,3.3,7.66,48.93,25.54,119,165,124,317,56.38,1796,90,164,225,1338
8.46,458230,487269,472428,157.48,3.19,3.29,7.64,48.55,25.99,103,180,203,314,56.75,1804,122,119,155,1396
9.24,472428,499150,466280,155.43,3.58,3.31,7.66,48.6,26.59,108,179,187,349,56.92,1776,128,73,200,1397
8.8,466280,491595,460698,153.57,3.46,3.27,7.63,48.87,25.98,102,144,184,306,56.32,1759,153,105,247,1409
8.89,460698,484804,445868,148.62,3.64,3.31,7.67,48.48,26.29,129,97,124,397,55.84,1734,152,150,217,1257
8.92,445868,476037,453492,151.16,3.42,3.32,7.67,49.23,26.41,134,77,162,324,56.14,1730,156,151,266,1249
8.9,453492,484512,471642,157.21,3.4,3.3,7.66,49.89,26.44,154,99,209,244,57.11,1737,138,169,250,1524
8.71,471642,489641,457397,152.47,3.41,3.29,7.65,49.37,26.08,154,143,188,228,56.64,1722,110,121,334,1390
8.6,457397,480766,463385,154.46,3.28,3.3,7.65,49.34,26.18,159,142,240,201,56.95,1724,91,157,286,1423
7.88,463385,485684,471842,157.28,3.04,3.29,7.65,49.72,26.67,154,160,226,200,57.26,1744,99,200,217,1507
8.12,471842,490733,476197,158.73,3.06,3.32,7.68,50.19,26.59,130,128,318,95,56.99,1762,148,196,223,1516
8.66,476197,495380,478196,159.4,3.21,3.29,7.65,50.47,26.44,112,167,279,77,56.92,1771,152,237,205,1519
9.14,478196,498167,483725,161.24,3.4,3.26,7.61,50.9,26.39,119,199,218,82,57.25,1782,174,227,199,1549
8.59,483725,502651,484952,161.65,3.2,3.28,7.63,50.23,26.15,161,192,225,102,57.28,1771,141,305,103,1535
8.7,484952,504858,484193,161.4,3.21,3.3,7.66,49.62,25.97,173,233,199,126,57.24,1752,168,272,77,1521
8.97,484193,504725,480697,160.23,3.32,3.3,7.66,49.39,26.41,183,217,186,176,57.21,1743,195,216,84,1483
8.95,480697,502020,460930,153.64,3.59,3.28,7.64,48.4,26.07,148,263,88,283,56.27,1752,176,200,90,1302
9.02,460930,491776,473579,157.86,3.43,3.28,7.63,48.67,26.16,173,223,85,282,56.34,1756,206,171,104,1332
8.09,473579,503460,488522,162.84,2.99,3.28,7.63,50.19,26.99,195,186,78,242,57.26,1781,196,176,146,1549
9.4,488522,508697,474165,158.06,3.59,3.27,7.63,49.45,26.16,192,184,84,219,56.26,1761,228,98,234,1356
8.19,474165,503206,486142,162.05,3.06,3.28,7.64,49.88,25.89,212,163,96,202,56.82,1780,215,90,242,1481
9.07,486142,509371,485061,161.69,3.39,3.32,7.67,50.0,26.71,182,169,128,243,57.38,1802,190,83,203,1474
9.26,485061,510097,493131,164.38,3.42,3.31,7.67,49.8,26.15,230,110,226,147,57.17,1798,194,91,204,1540
9.57,493131,514893,497623,165.87,3.38,3.32,7.68,49.92,26.3,225,101,226,141,57.01,1831,170,112,194,1573
9.29,497623,518350,488215,162.74,3.4,3.31,7.67,50.17,26.6,195,88,183,189,56.75,1833,175,122,215,1407
9.15,488215,517619,499383,166.46,3.27,3.31,7.67,50.28,26.1,191,91,186,189,57.06,1875,127,199,142,1563
9.51,499383,522528,501713,167.24,3.42,3.31,7.67,50.33,26.23,181,102,160,225,57.23,1894,103,199,136,1570
8.61,501713,524748,506184,168.73,3.08,3.31,7.66,50.63,26.55,182,124,196,160,57.45,1888,100,179,171,1617
9.45,506184,527035,506469,168.82,3.36,3.27,7.62,50.58,26.36,139,188,138,174,57.14,1918,94,174,175,1618
9.46,506469,527925,484514,161.5,3.61,3.27,7.63,49.64,26.01,123,170,123,252,56.41,1909,100,140,183,1423
9.08,484514,514627,496613,165.54,3.27,3.31,7.67,50.05,26.22,118,153,145,248,56.82,1902,127,166,141,1485
9.48,496613,524103,480610,160.2,3.6,3.31,7.67,49.43,26.43,120,143,140,304,56.52,1863,174,119,137,1428
9.14,480610,508869,480529,160.18,3.45,3.31,7.67,49.35,25.94,126,126,159,260,56.1,1852,163,112,202,1346
9.21,480529,512349,491366,163.79,3.4,3.32,7.67,50.33,26.64,141,135,136,255,57.11,1848,155,129,201,1557
8.9,491366,513302,492322,164.11,3.34,3.32,7.68,50.82,26.69,177,112,132,193,57.03,1840,146,134,266,1529
9.22,492322,514963,484926,161.64,3.46,3.32,7.68,49.71,25.88,176,113,188,195,56.59,1827,128,146,227,1447
8.9,484926,511193,489531,163.18,3.28,3.31,7.66,50.04,25.98,171,122,179,228,57.36,1821,139,129,211,1549
9.19,489531,510448,468376,156.13,3.63,3.32,7.67,48.4,26.24,164,131,202,316,56.64,1822,106,109,150,1376
8.79,468376,497234,480765,160.25,3.26,3.32,7.68,49.07,26.28,147,142,193,253,56.47,1831,117,148,169,1401
9.41,480765,509398,470609,156.87,3.63,3.3,7.66,48.54,26.46,154,105,150,346,55.96,1809,128,140,168,1285
8.99,470609,503452,467262,155.75,3.57,3.33,7.69,49.55,25.77,125,100,121,339,56.59,1794,133,160,228,1429
8.16,467262,491866,474186,158.06,3.13,3.32,7.68,49.44,26.63,129,126,133,355,56.95,1785,141,154,177,1451
8.45,474186,497702,475957,158.65,3.23,3.32,7.67,50.21,26.48,143,126,148,263,57.16,1783,115,142,280,1517
8.94,475957,495967,450028,150.01,3.78,3.33,7.68,48.06,25.71,157,128,184,335,56.25,1722,104,114,256,1330
8.36,450028,476706,426631,142.21,3.61,3.32,7.68,46.95,25.6,172,106,127,495,56.1,1603,156,106,235,1123
7.97,426631,458374,441639,147.21,3.26,3.33,7.68,47.41,26.46,180,105,197,485,57.37,1619,130,100,184,1382
8.33,441639,460971,435923,145.31,3.48,3.32,7.67,47.44,26.66,177,100,188,434,56.33,1613,130,127,231,1258
8.79,435923,461528,430607,143.54,3.75,3.31,7.67,47.45,26.01,161,96,171,392,55.51,1633,120,90,337,1171
7.83,430607,460602,449711,149.9,3.11,3.29,7.65,49.79,26.58,136,85,129,359,56.97,1674,119,152,346,1431
8.37,449711,468346,449251,149.75,3.33,3.3,7.66,49.62,26.78,140,124,189,282,57.03,1664,104,147,350,1408
8.29,449251,468865,452420,150.81,3.31,3.28,7.63,49.47,25.62,139,96,315,146,56.68,1673,112,165,354,1433
8.49,452420,471164,426183,142.06,3.79,3.29,7.65,47.57,26.03,129,143,287,311,56.36,1641,96,118,275,1243
8.35,426183,452724,424848,141.62,3.59,3.3,7.66,47.05,25.92,118,129,257,386,55.96,1632,115,146,217,1099
7.65,424848,458095,442923,147.64,3.11,3.31,7.66,47.72,26.61,124,144,262,374,56.83,1637,93,235,131,1397
