city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
geneva,0.17,swp,0.0,710.5,18.27,0.71,15.82,10.36,5.46,0,71.39,78.16
geneva,0.17,swp,0.0,625.87,20.78,0.63,17.12,12.88,4.24,0,70.0,73.67
geneva,0.17,swp,0.0,529.08,20.93,0.53,17.31,13.06,4.25,0,70.06,70.49
geneva,0.17,swp,0.0,562.47,18.9,0.56,16.4,11.03,5.37,0,155.77,73.43
geneva,0.17,swp,0.0,461.93,21.44,0.46,17.41,13.51,3.9,0,168.01,71.17
geneva,0.17,swp,0.0,445.9,19.88,0.45,16.49,12.01,4.48,0,162.98,73.16
geneva,0.17,swp,0.0,474.33,17.72,0.47,16.29,9.83,6.46,0,160.83,75.4
geneva,0.17,swp,0.0,451.46,19.83,0.45,16.16,11.92,4.24,0,145.65,73.92
geneva,0.17,swp,0.0,450.11,19.43,0.45,16.76,11.62,5.14,0,169.53,70.17
geneva,0.17,swp,0.0,473.98,17.59,0.47,16.3,9.68,6.62,0,153.26,70.97
geneva,0.17,swp,0.0,495.81,17.53,0.5,16.23,9.73,6.5,0,151.3,71.49
geneva,0.17,swp,0.0,481.94,19.49,0.48,16.24,11.67,4.57,0,163.27,71.02
geneva,0.17,swp,0.0,501.54,18.18,0.5,15.88,10.42,5.46,0,155.33,72.73
geneva,0.17,swp,0.0,494.81,19.65,0.49,16.3,11.85,4.45,0,156.79,70.76
geneva,0.17,swp,0.0,529.13,17.95,0.53,16.04,10.11,5.93,0,155.39,72.98
geneva,0.17,swp,0.0,589.39,16.47,0.59,15.59,8.59,7.0,0,158.89,75.03
geneva,0.17,swp,0.0,526.4,20.35,0.53,16.71,12.44,4.27,0,151.94,69.27
geneva,0.17,swp,0.0,601.08,17.75,0.6,15.88,9.87,6.01,0,162.01,73.12
geneva,0.17,swp,0.0,614.13,19.71,0.61,15.79,11.8,3.99,0,166.66,73.92
geneva,0.17,swp,0.0,548.35,20.67,0.55,16.43,12.79,3.64,0,151.82,70.41
