city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
geneva,0.11,wsp,14.34,1680.84,10.33,1.68,11.12,3.08,8.04,0,49.19,112.79
geneva,0.11,wsp,21.51,1839.35,10.74,1.84,10.73,3.56,7.17,0,49.04,117.55
geneva,0.11,wsp,35.85,1966.09,11.22,1.97,10.28,4.04,6.24,0,48.45,121.19
geneva,0.11,wsp,40.63,2070.1,11.46,2.07,10.18,4.37,5.81,0,47.81,123.45
geneva,0.11,wsp,26.29,2264.15,10.74,2.26,9.46,3.61,5.85,0,45.35,131.48
geneva,0.11,wsp,31.07,2449.03,10.29,2.45,8.73,3.11,5.62,0,99.23,138.87
geneva,0.11,wsp,38.24,2410.57,11.89,2.41,8.96,4.73,4.23,0,113.24,136.38
geneva,0.11,wsp,45.41,2503.64,11.57,2.5,8.65,4.41,4.24,0,111.6,138.93
geneva,0.11,wsp,50.19,2613.4,11.76,2.61,8.39,4.59,3.8,0,105.82,141.98
geneva,0.11,wsp,38.24,2840.42,10.6,2.84,7.97,3.38,4.59,0,107.28,149.44
geneva,0.11,wsp,43.02,2820.45,11.98,2.82,8.07,4.83,3.24,0,113.12,148.25
geneva,0.11,wsp,47.8,2886.66,11.94,2.89,7.7,4.83,2.87,0,112.42,150.26
geneva,0.11,wsp,57.36,2901.47,12.07,2.9,7.38,4.97,2.41,0,115.0,150.88
geneva,0.11,wsp,40.63,2586.73,11.7,2.59,10.22,4.61,5.61,39,128.33,137.99
geneva,0.11,wsp,52.58,2717.1,11.14,2.72,9.55,4.09,5.46,0,111.96,144.01
geneva,0.11,wsp,50.19,2878.07,11.06,2.88,8.88,3.93,4.95,0,125.44,151.92
geneva,0.11,wsp,43.02,2854.44,11.74,2.85,8.51,4.63,3.88,0,109.09,152.23
geneva,0.11,wsp,47.8,2889.76,11.54,2.89,8.37,4.39,3.98,0,107.17,155.68
geneva,0.11,wsp,47.8,3027.88,11.09,3.03,6.98,3.97,3.01,0,106.89,162.67
geneva,0.11,wsp,47.8,3019.06,11.49,3.02,8.31,4.33,3.98,0,119.04,155.0
geneva,0.11,wsp,50.19,2922.25,11.77,2.92,8.22,4.58,3.64,0,103.37,152.42
geneva,0.11,wsp,35.85,2302.15,11.39,2.3,12.29,4.26,8.03,62,133.99,128.66
geneva,0.11,wsp,38.24,2340.39,10.93,2.34,11.22,3.8,7.42,0,103.02,133.19
geneva,0.11,wsp,31.07,2438.66,10.6,2.44,10.09,3.52,6.57,0,110.49,140.45
geneva,0.11,wsp,23.9,2467.23,10.93,2.47,9.12,3.83,5.29,0,121.35,144.47
geneva,0.11,wsp,40.63,2439.78,11.29,2.44,10.3,4.21,6.09,0,112.63,142.15
geneva,0.11,wsp,38.24,2550.85,10.75,2.55,8.25,3.62,4.63,0,105.88,148.65
geneva,0.11,wsp,28.68,2648.18,10.74,2.65,9.65,3.68,5.97,0,117.86,140.97
geneva,0.11,wsp,38.24,2761.42,10.39,2.76,8.79,3.3,5.49,0,110.47,147.55
