city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
geneva,0.10,swp,2.37,454.46,22.17,0.45,18.47,14.5,3.97,0,48.23,66.5
geneva,0.10,swp,0.0,322.63,26.38,0.32,21.86,18.66,3.2,0,48.55,55.88
geneva,0.10,swp,0.0,292.58,22.9,0.29,21.02,15.28,5.74,0,45.22,58.06
geneva,0.10,swp,0.0,285.08,22.49,0.29,20.1,14.89,5.21,0,48.09,60.83
geneva,0.10,swp,0.0,252.67,23.51,0.25,20.03,15.84,4.19,0,49.41,61.26
geneva,0.10,swp,0.0,186.43,27.21,0.19,22.22,19.57,2.65,0,107.59,55.28
geneva,0.10,swp,0.0,206.11,20.0,0.21,20.56,12.31,8.25,0,113.99,60.72
geneva,0.10,swp,0.0,194.91,22.57,0.19,20.17,14.92,5.25,0,119.86,60.64
geneva,0.10,swp,0.0,156.11,25.05,0.16,21.83,17.38,4.45,0,119.6,55.1
geneva,0.10,swp,0.0,140.02,23.59,0.14,21.46,15.94,5.52,0,118.46,57.26
geneva,0.10,swp,0.0,141.36,21.76,0.14,20.12,14.13,5.99,0,107.32,61.06
geneva,0.10,swp,0.0,142.4,22.2,0.14,19.8,14.55,5.25,0,106.31,62.33
geneva,0.10,swp,0.0,135.38,22.99,0.14,19.63,15.39,4.24,0,120.15,64.09
geneva,0.10,swp,0.0,142.24,21.1,0.14,19.12,13.47,5.65,0,116.53,65.08
geneva,0.10,swp,0.0,125.7,24.91,0.13,21.35,17.28,4.07,0,109.22,56.76
geneva,0.10,swp,0.0,129.52,21.93,0.13,20.74,14.24,6.5,0,112.42,57.93
geneva,0.10,swp,0.0,140.79,18.46,0.14,19.37,10.75,8.62,0,112.58,61.34
geneva,0.10,swp,0.0,131.91,23.25,0.13,20.22,15.52,4.7,0,119.84,57.11
geneva,0.10,swp,0.0,144.8,22.59,0.14,19.93,14.97,4.96,0,113.23,59.73
geneva,0.10,swp,0.0,149.45,22.14,0.15,19.52,14.5,5.02,0,109.87,61.78
geneva,0.10,swp,0.0,151.31,22.62,0.15,19.5,14.99,4.51,0,104.72,60.8
geneva,0.10,swp,0.0,141.84,23.51,0.14,19.97,15.95,4.02,0,115.78,59.53
geneva,0.10,swp,0.0,142.39,22.81,0.14,19.62,15.21,4.41,0,122.14,60.41
geneva,0.10,swp,0.0,155.93,19.57,0.16,18.98,11.95,7.03,0,111.81,63.61
geneva,0.10,swp,0.0,152.37,22.55,0.15,19.41,14.97,4.44,0,116.52,60.65
geneva,0.10,swp,0.0,145.37,22.9,0.15,19.78,15.31,4.47,0,117.26,58.7
geneva,0.10,swp,0.0,162.03,19.79,0.16,19.16,12.3,6.86,0,117.22,60.2
geneva,0.10,swp,0.0,131.51,27.16,0.13,22.15,19.51,2.64,0,113.02,51.44
