city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
geneva,0.14,wsp,14.88,1703.41,10.32,1.7,11.08,2.64,8.44,0,56.77,113.75
geneva,0.14,wsp,7.44,1881.4,9.74,1.88,10.64,2.07,8.57,0,57.8,119.39
geneva,0.14,wsp,12.4,2054.08,10.13,2.05,10.08,2.42,7.66,0,57.24,125.1
geneva,0.14,wsp,9.92,2221.46,9.86,2.22,9.78,2.19,7.59,0,57.39,130.19
geneva,0.14,wsp,19.84,2389.78,9.93,2.39,9.24,2.31,6.93,0,121.83,136.89
geneva,0.14,wsp,27.28,2557.01,10.26,2.56,8.54,2.66,5.88,0,134.56,143.63
geneva,0.14,wsp,14.88,2722.28,10.03,2.72,8.18,2.39,5.79,0,137.61,149.68
geneva,0.14,wsp,32.24,2853.4,10.57,2.85,7.91,2.91,5.0,0,140.37,153.63
geneva,0.14,wsp,32.24,3029.2,9.91,3.03,7.52,2.26,5.26,0,135.41,159.72
geneva,0.14,wsp,37.2,3173.16,10.56,3.17,7.33,2.88,4.45,0,123.98,163.85
geneva,0.14,wsp,32.24,3339.13,10.07,3.34,6.72,2.37,4.35,0,142.46,170.32
geneva,0.14,wsp,29.76,3476.24,9.99,3.48,6.22,2.34,3.88,0,129.66,175.76
geneva,0.14,wsp,24.8,3590.34,10.38,3.59,5.91,2.75,3.16,0,131.04,180.1
geneva,0.14,wsp,42.16,3565.26,11.19,3.57,6.1,3.52,2.58,0,135.4,178.0
geneva,0.14,wsp,39.68,3678.53,10.96,3.68,5.87,3.23,2.64,0,134.17,182.3
geneva,0.14,wsp,42.16,3837.67,10.48,3.84,5.59,2.74,2.85,0,138.1,189.61
geneva,0.14,wsp,37.2,3863.65,10.81,3.86,5.55,3.11,2.44,0,127.55,190.76
geneva,0.14,wsp,32.24,3955.62,10.61,3.96,5.29,2.9,2.39,0,126.88,195.01
geneva,0.14,wsp,54.56,3842.41,11.27,3.84,5.61,3.54,2.07,0,139.33,189.81
geneva,0.14,wsp,39.68,3943.62,10.59,3.94,5.32,2.88,2.44,0,139.43,194.44
geneva,0.14,wsp,57.04,3927.92,11.02,3.93,5.37,3.32,2.05,0,133.02,193.42
geneva,0.14,wsp,27.28,4020.12,10.33,4.02,5.1,2.68,2.42,0,134.57,197.98
geneva,0.14,wsp,47.12,4035.27,10.65,4.04,5.06,2.97,2.09,0,132.47,198.8
geneva,0.14,wsp,39.68,4055.66,10.28,4.06,5.0,2.65,2.35,0,132.17,200.0
