city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.12,flatwise,0.0,116.02,13.59,0.12,24.12,6.07,18.05,0,9.04,48.23
bern,0.12,flatwise,0.0,44.63,14.08,0.04,27.58,6.54,21.04,14,10.01,37.09
bern,0.12,flatwise,0.0,40.98,13.71,0.04,28.24,6.17,22.07,3,8.38,35.18
bern,0.12,flatwise,0.0,39.3,13.77,0.04,28.44,6.22,22.22,2,8.78,34.52
bern,0.12,flatwise,0.0,41.54,13.62,0.04,27.05,6.09,20.96,2,9.31,38.71
bern,0.12,flatwise,0.0,52.56,13.59,0.05,23.31,6.07,17.24,0,9.1,50.05
bern,0.12,flatwise,0.0,61.61,14.66,0.06,20.05,7.13,12.92,2,10.64,60.21
bern,0.12,flatwise,0.0,55.06,13.66,0.06,22.23,6.15,16.08,2,7.89,54.03
bern,0.12,flatwise,0.0,66.07,13.52,0.07,18.84,6.03,12.81,0,8.35,64.99
bern,0.12,flatwise,0.0,77.69,13.09,0.08,16.81,5.6,11.21,0,8.7,70.15
bern,0.12,flatwise,0.0,92.76,12.95,0.09,15.69,5.47,10.22,0,8.15,69.67
bern,0.12,flatwise,0.0,115.08,13.33,0.12,15.42,5.74,9.68,0,8.94,59.61
bern,0.12,flatwise,0.0,97.15,13.58,0.1,15.86,6.07,9.79,2,8.38,66.77
bern,0.12,flatwise,0.0,123.96,13.46,0.12,15.62,5.91,9.71,0,10.12,58.06
bern,0.12,flatwise,0.0,160.22,12.06,0.16,16.91,4.49,12.42,1,6.74,49.38
bern,0.12,flatwise,0.0,75.27,14.06,0.08,21.7,6.49,15.21,9,11.26,52.95
bern,0.12,flatwise,0.0,91.85,13.41,0.09,18.86,5.82,13.04,0,8.8,62.96
bern,0.12,flatwise,0.0,110.92,12.34,0.11,16.6,4.77,11.83,0,6.79,69.45
bern,0.12,flatwise,0.0,125.04,11.93,0.13,16.18,4.35,11.83,1,6.16,68.59
bern,0.12,flatwise,0.0,137.25,14.06,0.14,15.93,6.44,9.49,1,8.66,68.23
bern,0.12,flatwise,0.0,175.78,13.31,0.18,15.82,5.79,10.03,1,9.94,63.42
bern,0.12,flatwise,0.0,212.34,13.35,0.21,15.95,5.79,10.16,1,7.52,60.5
bern,0.12,flatwise,0.0,155.32,13.34,0.16,16.99,5.82,11.17,5,9.39,63.33
bern,0.12,flatwise,0.0,168.83,14.71,0.17,16.72,7.2,9.52,1,10.14,63.5
bern,0.12,flatwise,0.0,180.88,13.54,0.18,16.54,6.03,10.51,1,9.3,63.68
bern,0.12,flatwise,1.18,186.17,13.52,0.19,17.25,6.01,11.24,5,9.59,61.25
bern,0.12,flatwise,0.0,150.28,13.56,0.15,18.55,6.07,12.48,4,10.77,59.61
bern,0.12,flatwise,0.0,79.64,15.4,0.08,24.64,7.82,16.82,13,11.3,43.95
bern,0.12,flatwise,0.0,93.07,13.54,0.09,22.94,5.96,16.98,1,11.0,49.08
bern,0.12,flatwise,0.0,88.2,14.03,0.09,23.8,6.51,17.29,2,11.44,46.39
bern,0.12,flatwise,0.0,81.58,13.95,0.08,23.94,6.42,17.52,3,9.79,46.15
bern,0.12,flatwise,0.0,102.47,13.11,0.1,21.41,5.6,15.81,1,8.65,54.02
bern,0.12,flatwise,0.0,86.2,14.25,0.09,23.6,6.76,16.84,4,10.94,47.48
bern,0.12,flatwise,0.0,106.18,13.75,0.11,21.23,6.26,14.97,1,8.45,54.41
bern,0.12,flatwise,0.0,65.37,13.56,0.07,25.33,6.01,19.32,5,9.64,42.75
bern,0.12,flatwise,0.0,71.09,14.06,0.07,24.56,6.56,18.0,1,8.83,44.9
bern,0.12,flatwise,0.0,78.3,13.7,0.08,23.12,6.15,16.97,2,8.64,49.16
bern,0.12,flatwise,0.0,98.55,13.6,0.1,20.54,6.03,14.51,1,8.9,56.88
bern,0.12,flatwise,0.0,90.86,13.8,0.09,21.82,6.25,15.57,3,8.17,53.12
bern,0.12,flatwise,0.0,100.75,13.92,0.1,20.74,6.36,14.38,1,8.86,56.58
bern,0.12,flatwise,0.0,113.63,13.55,0.11,19.63,5.99,13.64,1,10.28,59.99
bern,0.12,flatwise,0.0,98.76,13.45,0.1,21.21,5.9,15.31,3,8.0,55.18
bern,0.12,flatwise,0.0,125.32,13.33,0.13,18.89,5.75,13.14,0,8.75,61.01
bern,0.12,flatwise,0.0,135.52,13.05,0.14,18.57,5.47,13.1,1,7.53,60.9
bern,0.12,flatwise,0.0,172.38,13.59,0.17,16.81,6.0,10.81,0,8.95,64.94
bern,0.12,flatwise,0.0,116.56,13.59,0.12,20.82,6.06,14.76,5,6.82,54.97
bern,0.12,flatwise,0.0,105.82,13.29,0.11,21.8,5.71,16.09,4,7.96,52.11
bern,0.12,flatwise,0.0,95.51,13.31,0.1,22.59,5.8,16.79,3,8.71,49.84
bern,0.12,flatwise,0.0,95.08,13.64,0.1,22.34,6.13,16.21,3,7.79,51.07
bern,0.12,flatwise,0.0,109.35,13.69,0.11,21.07,6.17,14.9,1,8.36,54.41
bern,0.12,flatwise,0.0,141.49,13.86,0.14,18.72,6.34,12.38,0,9.08,60.82
bern,0.12,flatwise,0.0,97.53,13.5,0.1,22.25,5.99,16.26,4,8.69,51.1
bern,0.12,flatwise,0.0,95.26,12.7,0.1,22.28,5.24,17.04,2,7.85,50.92
bern,0.12,flatwise,0.0,120.25,12.44,0.12,20.17,4.89,15.28,1,7.48,56.93
bern,0.12,flatwise,0.0,128.78,13.34,0.13,19.5,5.85,13.65,2,7.33,58.87
bern,0.12,flatwise,0.0,146.82,13.12,0.15,18.54,5.66,12.88,2,7.89,61.44
bern,0.12,flatwise,0.0,128.56,13.17,0.13,20.49,5.64,14.85,5,9.44,55.43
bern,0.12,flatwise,0.0,57.21,13.64,0.06,26.23,6.19,20.04,8,9.67,40.42
bern,0.12,flatwise,0.0,74.16,12.33,0.07,22.95,4.85,18.1,0,6.77,49.88
bern,0.12,flatwise,0.0,94.01,13.23,0.09,19.86,5.78,14.08,0,9.0,58.74
bern,0.12,flatwise,0.0,116.71,14.21,0.12,17.02,6.69,10.33,0,9.12,67.05
bern,0.12,flatwise,0.0,45.23,14.35,0.05,27.62,6.82,20.8,14,11.31,37.82
bern,0.12,flatwise,0.0,57.1,12.94,0.06,23.6,5.4,18.2,0,8.38,48.34
bern,0.12,flatwise,0.0,68.45,13.2,0.07,21.57,5.74,15.83,1,8.78,52.17
