net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
9.02,525240,554434,525769,131.44,3.12,3.29,7.64,47.49,26.78,203,151,287,509,55.84,1889,162,314,485,1558
9.74,525769,552502,515250,128.81,3.43,3.32,7.67,48.11,25.89,167,197,203,470,55.89,1885,161,295,622,1423
9.08,515250,548498,521050,130.26,3.15,3.3,7.66,46.65,25.88,172,289,294,532,56.5,1878,148,229,458,1534
9.37,521050,548068,520518,130.13,3.24,3.26,7.61,46.44,26.11,178,268,396,511,56.83,1868,139,235,405,1540
9.41,520518,547287,530078,132.52,3.21,3.29,7.65,46.48,26.59,177,267,542,351,56.46,1875,188,196,404,1613
9.94,530078,554583,495490,123.87,3.78,3.3,7.65,45.46,25.94,164,192,352,624,55.2,1817,255,228,368,1275
8.99,495490,532528,512937,128.23,3.19,3.27,7.63,46.72,26.08,153,214,312,576,56.15,1829,232,316,368,1494
9.21,512937,540483,519382,129.85,3.17,3.27,7.63,47.4,27.09,181,172,306,590,56.62,1829,239,419,264,1556
9.34,519382,545100,521308,130.33,3.21,3.28,7.63,47.84,26.03,250,216,340,272,55.88,1812,199,342,569,1538
9.0,521308,546766,527069,131.77,3.09,3.3,7.66,47.74,26.13,228,301,341,261,56.26,1820,217,299,533,1572
9.78,527069,551549,506043,126.51,3.5,3.29,7.65,46.61,26.08,234,356,240,463,56.41,1806,168,255,478,1370
9.63,506043,539450,503211,125.8,3.35,3.28,7.63,44.41,25.56,201,274,437,574,55.55,1838,181,274,221,1267
8.99,503211,543277,525345,131.34,3.09,3.28,7.64,45.87,26.63,220,246,410,561,56.65,1824,243,283,213,1554
10.05,525345,550866,518124,129.53,3.47,3.28,7.64,46.81,27.17,180,240,409,437,55.91,1832,304,214,384,1455
8.68,518124,548538,524388,131.1,3.0,3.28,7.64,47.95,25.9,185,253,227,364,55.58,1845,266,397,463,1536
9.96,524388,551938,507500,126.88,3.56,3.27,7.63,46.98,26.05,233,243,188,534,55.93,1807,229,344,422,1395
9.3,507500,540277,519339,129.83,3.22,3.28,7.64,47.0,26.05,287,198,323,461,56.73,1796,224,341,370,1464
9.85,519339,548945,499522,124.88,3.67,3.27,7.63,44.05,25.86,247,314,338,657,55.63,1776,232,189,247,1272
8.88,499522,536975,512321,128.08,3.12,3.27,7.63,45.55,26.05,221,288,316,591,56.23,1811,218,176,379,1458
8.94,512321,541552,519177,129.79,3.12,3.28,7.65,46.35,27.17,211,278,267,613,56.33,1848,184,253,346,1506
9.69,519177,548498,511852,127.96,3.44,3.27,7.63,47.07,26.0,223,167,209,525,55.31,1812,285,284,495,1396
9.26,511852,543924,520024,130.01,3.22,3.26,7.62,47.35,26.08,212,159,302,487,56.04,1822,271,279,468,1544
9.75,520024,544983,516953,129.24,3.39,3.28,7.64,47.75,26.41,182,217,287,508,56.83,1841,252,237,476,1476
9.76,516953,547359,523265,130.82,3.36,3.29,7.65,45.73,25.78,269,250,439,436,56.4,1842,158,197,409,1537
9.8,523265,549933,524282,131.07,3.36,3.29,7.66,46.13,26.06,246,246,410,454,56.42,1842,162,261,379,1549
10.21,524282,550653,503633,125.91,3.72,3.29,7.65,45.58,26.61,243,197,349,615,55.84,1798,201,241,356,1305
9.27,503633,540259,520593,130.15,3.2,3.3,7.66,46.92,25.95,177,175,307,540,55.9,1878,228,354,341,1526
8.91,520593,548477,526028,131.51,3.08,3.31,7.67,47.28,26.8,180,246,285,512,56.29,1862,226,324,365,1538
9.75,526028,553416,517114,129.28,3.34,3.29,7.65,47.3,25.98,209,226,278,454,56.08,1847,197,299,490,1441
8.99,517114,549259,466132,116.53,3.62,3.29,7.65,43.7,25.31,238,274,228,855,55.89,1629,195,222,359,1255
8.32,466132,496970,476005,119.0,3.16,3.29,7.65,44.21,26.02,251,265,240,883,56.84,1630,199,196,336,1361
8.57,476005,501423,479687,119.92,3.22,3.29,7.65,44.58,27.16,229,251,343,788,56.33,1657,193,222,317,1385
8.44,479687,505692,485307,121.33,3.15,3.31,7.66,46.69,26.2,200,226,282,458,55.12,1690,248,211,685,1393
