city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.15,swp,2.52,1244.7,14.65,1.24,12.16,6.99,5.17,0,38.46,96.75
bern,0.15,swp,2.52,1220.37,15.14,1.22,12.39,7.44,4.95,0,41.77,94.44
bern,0.15,swp,2.52,1092.09,16.47,1.09,13.33,8.74,4.59,0,41.29,88.64
bern,0.15,swp,2.52,1112.85,15.86,1.11,13.3,8.11,5.19,0,43.68,87.88
bern,0.15,swp,0.0,1259.58,13.97,1.26,12.07,6.27,5.8,0,41.46,94.19
bern,0.15,swp,3.78,1315.65,15.33,1.32,11.62,7.64,3.98,0,46.27,96.71
bern,0.15,swp,5.04,1417.22,14.86,1.42,10.93,7.15,3.78,0,42.39,100.82
bern,0.15,swp,1.26,1427.41,15.15,1.43,11.38,7.48,3.9,0,42.2,100.03
bern,0.15,swp,5.04,1549.62,14.38,1.55,11.06,6.63,4.43,0,41.91,103.37
bern,0.15,swp,5.04,1626.79,14.89,1.63,10.94,7.2,3.74,0,40.34,105.31
bern,0.15,swp,5.04,1620.95,15.52,1.62,11.12,7.81,3.31,0,44.57,104.8
bern,0.15,swp,3.78,1409.36,17.17,1.41,12.58,9.48,3.1,0,44.1,97.76
bern,0.15,swp,5.04,1443.64,15.55,1.44,12.15,7.87,4.28,0,40.12,99.15
bern,0.15,swp,5.04,1459.54,15.64,1.46,11.91,7.88,4.03,0,41.14,99.63
bern,0.15,swp,3.78,1408.8,16.44,1.41,12.12,8.71,3.41,0,40.01,97.89
bern,0.15,swp,6.3,1458.52,15.44,1.46,11.79,7.72,4.07,0,35.29,99.24
bern,0.15,swp,7.56,1422.57,15.92,1.42,11.82,8.27,3.55,0,39.6,97.93
bern,0.15,swp,5.04,1344.03,16.58,1.34,12.35,8.86,3.49,0,44.12,95.65
bern,0.15,swp,3.78,1454.12,14.48,1.45,11.16,6.79,4.37,0,45.56,100.25
bern,0.15,swp,5.04,1434.78,15.89,1.43,11.79,8.15,3.64,0,45.16,97.77
bern,0.15,swp,2.52,1175.63,18.1,1.18,14.12,10.39,3.73,0,47.53,88.26
bern,0.15,swp,3.78,1181.94,15.49,1.18,13.4,7.77,5.63,0,40.19,91.03
bern,0.15,swp,1.26,1286.23,14.19,1.29,12.16,6.45,5.71,0,39.07,97.23
bern,0.15,swp,5.04,1269.24,15.14,1.27,12.05,7.44,4.61,0,39.2,98.96
bern,0.15,swp,3.78,1145.41,16.44,1.15,12.33,8.68,3.65,0,40.51,94.06
bern,0.15,swp,3.78,1250.76,14.63,1.25,12.57,6.86,5.71,0,39.72,90.66
bern,0.15,swp,3.78,1191.74,16.44,1.19,13.65,8.7,4.95,0,39.79,87.24
bern,0.15,swp,3.78,1243.14,14.94,1.24,12.72,7.17,5.55,0,37.5,91.83
bern,0.15,swp,5.04,1351.8,13.91,1.35,11.31,6.14,5.17,0,43.06,99.06
bern,0.15,swp,5.04,1262.06,15.7,1.26,11.87,7.95,3.92,0,43.93,99.0
bern,0.15,swp,3.78,1159.96,15.98,1.16,11.89,8.23,3.66,0,38.7,97.08
bern,0.15,swp,5.04,1171.73,15.27,1.17,13.12,7.55,5.57,0,40.51,92.08
bern,0.15,swp,6.3,1079.2,16.37,1.08,13.41,8.69,4.72,0,45.06,88.44
bern,0.15,swp,5.04,1221.24,14.67,1.22,12.61,6.96,5.65,0,43.27,91.05
bern,0.15,swp,2.52,1355.64,13.46,1.36,11.52,5.8,5.72,0,38.15,96.0
bern,0.15,swp,5.04,1319.08,15.72,1.32,11.4,8.01,3.39,0,39.52,95.82
bern,0.15,swp,5.04,1281.55,15.68,1.28,11.55,7.98,3.57,0,41.79,95.28
bern,0.15,swp,7.56,1202.93,16.28,1.2,12.62,8.62,4.0,0,41.03,91.6
bern,0.15,swp,5.04,1297.39,15.33,1.3,11.8,7.66,4.14,0,40.08,95.63
bern,0.15,swp,3.78,1357.09,15.2,1.36,11.64,7.57,4.07,0,37.59,97.2
bern,0.15,swp,11.34,1458.6,14.88,1.46,11.25,7.18,4.07,0,42.06,99.6
bern,0.15,swp,3.78,1348.19,16.7,1.35,12.25,9.06,3.19,0,41.43,95.69
bern,0.15,swp,3.78,1370.01,15.64,1.37,11.95,7.93,4.02,0,42.36,96.91
bern,0.15,swp,5.04,1466.32,14.78,1.47,11.39,7.09,4.3,0,44.97,101.03
bern,0.15,swp,3.78,1432.3,15.56,1.43,11.08,7.89,3.19,0,42.12,100.78
bern,0.15,swp,1.26,1581.04,13.44,1.58,10.69,5.76,4.93,0,40.29,102.17
bern,0.15,swp,3.78,1534.73,15.55,1.53,11.26,7.86,3.4,0,40.49,100.44
bern,0.15,swp,5.04,1603.39,14.91,1.6,10.96,7.27,3.69,0,44.37,103.18
bern,0.15,swp,3.78,1504.55,15.93,1.5,11.45,8.22,3.23,0,42.19,101.04
bern,0.15,swp,6.3,1435.81,16.08,1.44,11.77,8.37,3.4,0,42.18,99.33
bern,0.15,swp,1.26,1607.07,12.96,1.61,10.53,5.22,5.31,0,40.32,105.83
