city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.15,wsp,15.12,1696.23,10.5,1.7,11.09,2.77,8.32,0,38.71,113.41
bern,0.15,wsp,15.12,1841.36,10.99,1.84,10.77,3.23,7.54,0,32.49,117.52
bern,0.15,wsp,17.64,2018.8,10.57,2.02,10.17,2.87,7.3,0,36.82,123.48
bern,0.15,wsp,17.64,2138.68,11.21,2.14,10.03,3.45,6.58,0,39.09,126.33
bern,0.15,wsp,20.16,2317.76,10.91,2.32,9.38,3.16,6.22,0,37.28,133.66
bern,0.15,wsp,11.34,2487.23,10.95,2.49,8.71,3.21,5.5,0,33.43,140.28
bern,0.15,wsp,21.42,2617.5,11.35,2.62,8.49,3.59,4.9,0,38.35,144.79
bern,0.15,wsp,21.42,2366.79,12.37,2.37,9.69,4.65,5.04,3,39.92,134.8
bern,0.15,wsp,20.16,2371.49,11.68,2.37,9.6,3.99,5.61,1,38.2,134.42
bern,0.15,wsp,20.16,2215.67,12.87,2.22,10.02,5.17,4.85,0,34.84,127.63
bern,0.15,wsp,22.68,2266.09,12.07,2.27,9.37,4.35,5.02,0,34.74,129.39
bern,0.15,wsp,17.64,2485.83,10.93,2.49,8.22,3.25,4.97,0,38.17,138.04
bern,0.15,wsp,23.94,2284.69,13.2,2.28,8.93,5.5,3.43,0,34.26,130.83
bern,0.15,wsp,16.38,2522.0,11.06,2.52,8.54,3.29,5.25,0,37.88,137.57
bern,0.15,wsp,25.2,2411.75,12.83,2.41,9.11,5.06,4.05,0,40.39,133.06
bern,0.15,wsp,20.16,2643.28,11.38,2.64,7.92,3.66,4.26,0,36.6,142.35
bern,0.15,wsp,23.94,2557.09,12.56,2.56,8.3,4.85,3.45,0,39.72,139.11
bern,0.15,wsp,15.12,2805.4,10.16,2.81,7.31,2.45,4.86,0,32.88,148.8
bern,0.15,wsp,20.16,2808.98,11.99,2.81,7.69,4.27,3.42,0,37.7,148.4
bern,0.15,wsp,23.94,3025.09,11.29,3.03,7.15,3.55,3.6,0,36.68,156.68
bern,0.15,wsp,28.98,3166.37,11.69,3.17,7.14,3.94,3.2,0,39.18,160.99
bern,0.15,wsp,21.42,2925.73,12.12,2.93,8.34,4.44,3.9,6,42.03,153.26
bern,0.15,wsp,23.94,3057.23,11.53,3.06,7.85,3.85,4.0,0,34.37,159.05
bern,0.15,wsp,26.46,3037.59,12.13,3.04,7.74,4.43,3.31,0,37.64,158.22
bern,0.15,wsp,27.72,3134.49,11.69,3.13,7.4,4.04,3.36,0,40.71,161.94
bern,0.15,wsp,22.68,2920.21,12.35,2.92,8.05,4.68,3.37,0,40.28,154.44
bern,0.15,wsp,18.9,3054.5,11.1,3.05,7.25,3.43,3.82,0,38.0,160.16
bern,0.15,wsp,21.42,3064.13,11.9,3.06,7.19,4.22,2.97,0,39.32,159.22
bern,0.15,wsp,21.42,2882.08,11.97,2.88,7.93,4.35,3.58,4,43.92,153.38
bern,0.15,wsp,20.16,2344.94,12.26,2.34,10.95,4.64,6.31,11,42.51,132.65
bern,0.15,wsp,20.16,2316.9,11.69,2.32,10.47,4.02,6.45,0,37.59,132.51
bern,0.15,wsp,13.86,2451.95,10.64,2.45,9.43,3.0,6.43,0,38.2,139.14
bern,0.15,wsp,16.38,2567.34,10.82,2.57,8.81,3.14,5.67,0,36.24,143.93
bern,0.15,wsp,22.68,2697.5,10.91,2.7,8.61,3.26,5.35,0,35.73,149.34
bern,0.15,wsp,18.9,2792.09,10.93,2.79,7.81,3.25,4.56,0,36.53,153.49
bern,0.15,wsp,25.2,2833.04,11.52,2.83,8.59,3.8,4.79,0,40.44,149.79
bern,0.15,wsp,22.68,2950.88,11.28,2.95,8.09,3.54,4.55,0,36.86,155.19
bern,0.15,wsp,22.68,2806.17,11.59,2.81,8.52,3.9,4.62,3,39.07,151.24
bern,0.15,wsp,18.9,2906.79,10.92,2.91,8.0,3.17,4.83,0,35.07,156.14
bern,0.15,wsp,20.16,3001.22,11.2,3.0,7.49,3.51,3.98,0,38.57,160.8
bern,0.15,wsp,25.2,2553.8,13.09,2.55,8.78,5.35,3.43,0,37.53,143.82
bern,0.15,wsp,23.94,2602.49,11.52,2.6,8.89,3.81,5.08,0,37.9,143.56
bern,0.15,wsp,18.9,2665.16,11.57,2.67,8.24,3.88,4.36,0,32.25,145.22
bern,0.15,wsp,16.38,2569.06,11.96,2.57,8.57,4.26,4.31,3,31.74,140.54
bern,0.15,wsp,21.42,2620.07,11.79,2.62,8.61,4.07,4.54,0,37.23,141.9
bern,0.15,wsp,17.64,2538.09,11.12,2.54,9.44,3.39,6.05,9,36.63,138.7
bern,0.15,wsp,23.94,2382.05,12.59,2.38,9.71,4.83,4.88,0,36.32,133.77
bern,0.15,wsp,17.64,2383.12,11.85,2.38,9.45,4.12,5.33,1,34.13,134.77
