net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
13.61,478728,479748,424441,212.22,5.99,3.23,7.59,55.54,25.04,9,25,14,178,59.43,1646,124,2,2,1634
14.83,424441,427249,427249,213.62,6.74,3.23,7.59,55.74,24.96,41,6,4,177,59.7,1651,107,13,1,1642
14.18,427249,430848,430848,215.42,6.45,3.25,7.61,54.83,27.7,124,2,4,176,59.73,1652,27,13,2,1646
15.44,430848,433896,433896,216.95,7.04,3.23,7.59,56.74,26.53,124,2,2,0,58.8,1655,25,14,178,1651
15.12,433896,437153,437153,218.58,6.75,3.24,7.59,56.93,28.2,107,13,1,0,58.78,1692,6,4,177,1652
15.47,437153,441279,441279,220.64,6.86,3.23,7.59,58.57,25.36,27,13,2,0,59.28,1776,2,4,176,1655
15.31,441279,447998,447998,224.0,6.66,3.26,7.62,55.75,24.94,25,14,178,0,59.5,1779,2,2,0,1692
17.43,447998,453525,453525,226.76,7.62,3.23,7.59,56.52,25.12,6,4,177,0,59.76,1799,13,1,0,1776
15.04,453525,455386,455386,227.69,6.45,3.25,7.6,57.07,29.92,2,4,176,0,59.79,1803,13,2,0,1779
13.16,455386,457456,411768,205.88,5.97,3.23,7.59,55.75,24.31,10,6,5,158,58.84,1597,68,153,3,1590
14.68,411768,414375,414375,207.19,6.91,3.24,7.6,55.22,24.94,59,3,5,157,59.03,1599,21,153,3,1596
14.57,414375,416591,416591,208.3,6.78,3.23,7.58,56.36,28.56,63,4,3,156,59.9,1602,15,154,3,1597
14.61,416591,419723,419723,209.86,6.73,3.26,7.61,55.11,25.46,68,153,3,0,58.85,1607,6,5,158,1599
14.38,419723,422340,422340,211.17,6.59,3.27,7.63,55.79,25.25,21,153,3,0,58.76,1658,3,5,157,1602
15.18,422340,426309,426309,213.15,6.95,3.28,7.64,57.06,29.65,15,154,3,0,59.64,1665,4,3,156,1607
15.07,426309,431793,431793,215.9,6.79,3.24,7.59,55.96,24.24,6,5,158,0,58.89,1675,153,3,0,1658
15.09,431793,434188,434188,217.09,6.9,3.24,7.6,56.28,25.14,3,5,157,0,59.08,1679,153,3,0,1665
14.92,434188,436421,415806,207.9,7.24,3.25,7.6,56.14,28.29,33,11,150,36,59.76,1575,184,6,5,1561
13.82,415806,421672,421672,210.84,6.43,3.27,7.63,54.74,24.58,193,6,4,35,58.81,1583,23,150,6,1570
13.51,421672,426506,413027,206.51,6.32,3.26,7.61,54.21,25.81,202,13,4,65,58.91,1527,34,145,10,1507
14.97,413027,418660,418660,209.33,7.05,3.27,7.63,55.53,28.3,202,12,7,33,59.49,1545,21,143,37,1520
14.25,418660,424966,424966,212.48,6.56,3.26,7.62,54.73,25.53,46,144,8,31,58.51,1711,15,8,37,1527
14.77,424966,435759,435759,217.88,6.61,3.24,7.59,55.56,25.64,34,145,10,0,58.69,1729,13,4,65,1545
15.86,435759,446450,446450,223.22,6.91,3.27,7.63,56.4,28.49,21,143,37,0,59.52,1747,12,7,33,1711
16.42,446450,450829,450829,225.41,7.16,3.25,7.61,57.96,26.05,15,8,37,0,58.95,1757,144,8,31,1729
16.19,450829,453658,452179,226.09,7.0,3.25,7.61,57.7,27.1,18,5,63,2,59.1,1756,145,10,1,1733
14.94,452179,454906,454906,227.45,6.46,3.27,7.62,58.71,25.62,13,7,34,1,59.64,1766,143,35,1,1748
16.09,454906,459290,459290,229.65,6.85,3.25,7.6,56.56,25.21,143,7,32,0,59.7,1770,11,35,2,1756
