net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
5.73,351610,371667,363424,181.71,3.94,3.28,7.64,50.98,26.26,246,67,47,50,57.35,1320,179,50,41,1086
5.85,363424,382655,374480,187.24,3.95,3.29,7.64,51.16,26.43,254,64,42,59,57.72,1376,125,44,36,1148
5.94,374480,393033,384773,192.39,3.92,3.28,7.63,51.52,26.58,244,60,42,46,57.6,1440,75,42,51,1197
6.09,384773,402837,393843,196.92,3.92,3.29,7.65,52.64,26.85,188,58,41,37,57.62,1508,69,41,58,1254
6.24,393843,411382,403417,201.71,3.94,3.28,7.64,53.75,26.97,138,52,43,26,57.74,1568,65,46,62,1314
6.37,403417,420031,410462,205.23,3.95,3.3,7.66,54.25,26.18,89,42,53,45,57.88,1628,60,43,40,1363
6.45,410462,426707,418079,209.04,3.95,3.3,7.66,54.52,26.02,79,45,55,53,58.26,1649,51,35,33,1431
6.5,418079,431665,422080,211.04,3.95,3.3,7.66,54.92,26.79,70,45,55,58,58.53,1658,53,38,23,1485
6.54,422080,433359,425265,212.63,3.92,3.26,7.62,55.37,26.69,66,41,43,44,58.45,1673,50,47,36,1506
6.66,425265,436118,427656,213.83,3.93,3.28,7.63,55.73,26.42,61,40,28,42,58.47,1683,52,48,46,1524
6.69,427656,437941,429096,214.55,3.95,3.29,7.64,55.72,26.23,61,42,29,46,58.6,1692,42,45,43,1530
6.74,429096,439501,430810,215.41,3.93,3.26,7.62,55.67,26.22,65,46,37,39,58.7,1693,44,40,36,1540
6.7,430810,440903,432192,216.1,3.95,3.3,7.66,55.56,26.58,64,55,42,35,58.71,1699,41,30,34,1549
6.69,432192,441942,431948,215.97,3.94,3.27,7.63,55.62,26.37,52,48,40,44,58.58,1708,48,27,33,1538
6.66,431948,442637,432744,216.37,3.92,3.25,7.6,55.76,26.51,58,38,30,50,58.58,1707,49,32,36,1548
6.7,432744,442876,433463,216.73,3.94,3.27,7.63,56.05,26.24,52,21,30,53,58.58,1715,55,35,39,1553
6.7,433463,443646,435072,217.54,3.96,3.28,7.64,55.92,26.45,63,24,29,58,58.73,1715,43,32,36,1565
6.69,435072,444797,435578,217.79,3.94,3.26,7.62,56.01,26.05,61,27,30,47,58.71,1722,37,31,45,1565
6.77,435578,445530,436108,218.05,3.98,3.29,7.65,55.81,26.42,62,34,34,47,58.66,1729,26,26,42,1562
6.81,436108,446411,436416,218.21,3.99,3.32,7.67,55.97,26.52,54,34,31,45,58.6,1734,32,27,43,1551
6.77,436416,447463,437160,218.58,3.97,3.31,7.66,56.0,26.6,48,37,35,43,58.61,1738,31,29,39,1566
6.78,437160,447549,437731,218.87,3.97,3.31,7.67,56.21,26.68,42,33,38,35,58.57,1742,38,33,39,1564
6.76,437731,448473,438307,219.15,3.97,3.3,7.65,56.39,26.71,47,29,39,23,58.59,1737,41,35,49,1577
6.8,438307,448143,437362,218.68,4.02,3.36,7.72,56.3,26.21,49,30,40,23,58.6,1732,46,35,45,1566
6.81,437362,447593,437900,218.95,3.96,3.31,7.67,56.19,26.25,56,35,45,24,58.79,1727,41,37,35,1580
6.83,437900,447322,436594,218.3,4.0,3.33,7.7,55.94,26.16,52,41,51,25,58.68,1730,39,39,23,1565
6.85,436594,446927,436485,218.24,4.01,3.34,7.7,56.01,26.39,55,38,42,28,58.64,1724,46,40,27,1559
6.87,436485,446871,437206,218.6,3.98,3.31,7.67,56.0,26.48,58,41,35,32,58.67,1728,37,42,27,1569
6.88,437206,447220,437147,218.57,4.0,3.34,7.7,56.06,26.27,57,44,31,30,58.69,1725,44,40,29,1570
6.86,437147,447148,437359,218.68,4.0,3.35,7.7,55.94,26.58,59,40,36,35,58.67,1728,42,32,28,1570
6.86,437359,447333,438771,219.39,3.98,3.32,7.68,56.29,26.53,56,35,27,26,58.6,1736,41,46,33,1575
6.81,438771,448902,438920,219.46,3.96,3.3,7.66,56.31,26.71,58,32,31,28,58.69,1731,45,44,31,1581
6.88,438920,448535,439101,219.55,3.99,3.31,7.67,56.34,26.39,55,37,35,13,58.59,1738,45,38,39,1569
6.76,439101,449563,439310,219.66,3.96,3.29,7.65,56.09,26.35,53,48,30,29,58.67,1738,41,32,29,1574
6.77,439310,449554,439836,219.92,3.97,3.29,7.64,56.35,26.36,49,41,28,28,58.72,1743,45,35,31,1581
6.81,439836,449987,439936,219.97,3.98,3.3,7.65,56.06,26.41,56,40,34,34,58.7,1744,41,32,19,1573
6.85,439936,450557,441198,220.6,3.98,3.3,7.65,56.09,26.06,56,34,29,41,58.7,1748,44,26,22,1579
6.89,441198,451689,442332,221.17,3.96,3.28,7.64,56.03,26.77,59,35,31,42,58.69,1754,34,23,22,1583
6.87,442332,452812,442571,221.29,3.94,3.26,7.62,56.33,26.27,47,29,16,51,58.65,1764,36,29,28,1591
6.92,442571,452965,443163,221.58,3.98,3.31,7.67,56.22,26.48,54,21,21,57,58.68,1762,35,24,26,1588
6.89,443163,453576,444681,222.34,3.97,3.29,7.64,56.51,26.05,38,23,23,56,58.8,1776,32,26,26,1612
6.87,444681,454440,445316,222.66,3.95,3.27,7.63,56.31,26.49,43,30,23,62,58.87,1773,29,12,28,1618
6.94,445316,454676,445668,222.83,3.97,3.28,7.64,56.41,25.94,45,22,20,57,58.78,1780,22,18,36,1620
6.98,445668,455098,445661,222.83,3.98,3.3,7.65,56.62,26.93,43,21,23,48,58.77,1773,30,23,39,1620
6.95,445661,454953,445588,222.79,3.97,3.27,7.63,56.82,26.6,41,15,24,40,58.75,1777,29,26,48,1621
7.04,445588,454877,445445,222.72,4.01,3.32,7.68,56.69,26.18,44,19,33,27,58.69,1778,22,24,53,1610
6.95,445445,455300,444136,222.07,3.98,3.29,7.65,56.46,26.14,43,26,35,35,58.72,1773,23,22,43,1597
6.96,444136,454485,443833,221.92,3.97,3.28,7.63,56.29,26.34,46,27,43,33,58.7,1771,19,22,39,1590
7.01,443833,454428,443260,221.63,4.01,3.32,7.67,56.24,26.24,37,24,41,46,58.64,1778,18,26,30,1587
6.96,443260,454191,443241,221.62,3.97,3.29,7.64,56.47,26.44,28,22,42,44,58.67,1776,27,27,34,1595
6.95,443241,453636,444224,222.11,3.97,3.3,7.66,56.52,26.41,29,21,40,46,58.72,1775,28,28,33,1612
6.91,444224,453682,443026,221.51,3.96,3.27,7.63,56.68,26.37,28,26,34,36,58.68,1770,26,38,42,1611
6.86,443026,452318,442195,221.1,3.94,3.27,7.63,56.51,26.46,34,25,31,44,58.67,1763,29,40,34,1594
6.86,442195,452182,442201,221.1,3.96,3.28,7.64,56.52,25.87,40,25,24,48,58.77,1760,27,35,41,1602
6.84,442201,451645,443092,221.55,3.95,3.26,7.62,56.37,26.13,35,32,30,55,58.86,1767,28,24,29,1612
6.8,443092,452351,442740,221.37,3.91,3.24,7.6,56.21,26.38,45,33,33,53,58.87,1759,22,23,32,1612
6.75,442740,451667,442993,221.5,3.91,3.24,7.59,56.41,26.58,38,30,39,39,58.76,1764,27,23,40,1618
6.75,442993,451836,442912,221.46,3.94,3.25,7.61,56.69,26.91,35,24,31,39,58.74,1762,36,27,46,1615
6.77,442912,451734,442958,221.48,3.93,3.21,7.56,56.72,26.15,32,26,37,30,58.76,1763,37,28,47,1620
6.73,442958,451581,443155,221.58,3.9,3.21,7.57,56.57,25.97,36,23,42,39,58.88,1762,32,34,32,1621
6.73,443155,451843,443546,221.77,3.91,3.22,7.58,56.4,26.26,45,28,41,44,58.98,1758,28,25,31,1624
6.77,443546,451908,442521,221.26,3.93,3.24,7.59,56.23,26.02,44,27,38,51,58.85,1757,26,37,20,1616
6.8,442521,451153,443142,221.57,3.94,3.25,7.61,56.44,26.52,39,33,25,54,58.88,1760,23,38,28,1626
6.79,443142,451464,442394,221.2,3.95,3.26,7.61,56.43,26.51,39,30,22,55,58.78,1761,28,33,32,1609
6.78,442394,451572,443001,221.5,3.9,3.21,7.58,56.46,26.25,40,35,17,50,58.77,1765,21,29,43,1613
6.75,443001,452044,442737,221.37,3.94,3.28,7.64,56.64,26.43,33,37,25,34,58.72,1763,33,24,51,1607
6.78,442737,452122,442472,221.24,3.96,3.3,7.67,56.47,26.5,41,33,33,36,58.78,1759,34,22,42,1603
6.76,442472,451893,442659,221.33,3.98,3.31,7.67,56.53,26.26,41,34,40,25,58.81,1754,42,19,45,1615
6.78,442659,451383,442787,221.39,3.98,3.3,7.66,56.47,26.58,51,28,40,23,58.75,1751,44,27,36,1603
6.79,442787,452084,442958,221.48,3.96,3.27,7.63,56.52,26.32,48,24,40,25,58.74,1759,40,34,30,1605
6.84,442958,452508,442479,221.24,3.98,3.29,7.65,56.44,26.48,54,20,39,25,58.66,1754,41,46,21,1586
