city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.20,flatwise,5.56,1703.41,12.17,1.7,11.08,4.12,6.96,0,5.74,113.75
bern,0.20,flatwise,5.56,1881.4,11.78,1.88,10.64,3.79,6.85,0,5.29,119.39
bern,0.20,flatwise,8.34,2054.08,11.76,2.05,10.08,3.71,6.37,0,5.32,125.1
bern,0.20,flatwise,6.95,2221.46,11.94,2.22,9.78,3.85,5.93,0,6.03,130.19
bern,0.20,flatwise,8.34,2389.78,11.8,2.39,9.24,3.8,5.44,0,5.54,136.89
bern,0.20,flatwise,9.73,2558.37,11.87,2.56,8.54,3.85,4.69,0,5.68,143.71
bern,0.20,flatwise,11.12,2722.28,11.96,2.72,8.18,3.89,4.29,0,5.83,149.68
bern,0.20,flatwise,12.51,2877.36,12.09,2.88,7.84,4.0,3.84,0,5.85,154.94
bern,0.20,flatwise,8.34,3032.89,11.93,3.03,7.52,3.85,3.67,0,5.69,159.9
bern,0.20,flatwise,12.51,3189.37,11.69,3.19,7.27,3.64,3.63,0,6.12,164.77
bern,0.20,flatwise,18.07,3138.08,11.65,3.14,7.43,3.64,3.79,2,6.86,162.88
bern,0.20,flatwise,20.85,3288.43,11.97,3.29,6.86,3.96,2.9,0,6.71,168.7
bern,0.20,flatwise,20.85,3419.85,11.68,3.42,6.38,3.69,2.69,0,6.38,174.09
bern,0.20,flatwise,15.29,3455.42,11.57,3.46,6.4,3.58,2.82,1,6.01,175.33
bern,0.20,flatwise,15.29,3563.72,11.61,3.56,6.17,3.62,2.55,0,6.11,179.78
bern,0.20,flatwise,15.29,3477.92,11.91,3.48,6.69,3.93,2.76,1,7.35,176.42
bern,0.20,flatwise,15.29,3570.12,11.67,3.57,6.41,3.64,2.77,0,5.64,180.63
bern,0.20,flatwise,20.85,3642.29,11.59,3.64,6.17,3.62,2.55,0,6.18,183.93
bern,0.20,flatwise,12.51,3703.36,11.17,3.7,5.88,3.15,2.73,0,4.77,186.82
bern,0.20,flatwise,26.41,3750.01,11.57,3.75,5.81,3.55,2.26,0,6.18,188.53
bern,0.20,flatwise,13.9,3787.57,11.4,3.79,5.62,3.34,2.28,0,5.95,190.18
bern,0.20,flatwise,16.68,3675.92,11.45,3.68,6.14,3.39,2.75,1,6.6,185.38
bern,0.20,flatwise,20.85,3712.34,11.46,3.71,5.99,3.41,2.58,0,7.09,186.81
bern,0.20,flatwise,15.29,3505.04,11.63,3.51,6.67,3.6,3.07,2,8.4,179.05
bern,0.20,flatwise,18.07,3552.0,11.56,3.55,6.35,3.53,2.82,0,7.3,181.08
bern,0.20,flatwise,19.46,3596.55,11.71,3.6,6.14,3.66,2.48,0,7.72,183.04
bern,0.20,flatwise,16.68,3635.75,11.52,3.64,5.97,3.5,2.47,0,7.07,184.56
bern,0.20,flatwise,29.19,3673.88,11.55,3.67,6.01,3.53,2.48,0,7.09,185.38
bern,0.20,flatwise,19.46,3715.1,11.58,3.72,5.85,3.54,2.31,0,6.29,186.94
bern,0.20,flatwise,9.73,3755.84,11.34,3.76,5.83,3.34,2.49,0,6.24,187.93
bern,0.20,flatwise,16.68,3796.62,11.47,3.8,5.65,3.42,2.23,0,6.58,189.66
bern,0.20,flatwise,23.63,3834.53,11.45,3.83,5.5,3.4,2.1,0,7.15,191.33
bern,0.20,flatwise,18.07,3596.88,11.76,3.6,6.39,3.7,2.69,1,10.21,182.46
bern,0.20,flatwise,18.07,3640.98,11.55,3.64,6.27,3.5,2.77,0,8.05,184.25
bern,0.20,flatwise,16.68,3580.24,11.56,3.58,6.39,3.51,2.88,0,9.17,182.37
bern,0.20,flatwise,13.9,3615.96,11.64,3.62,6.2,3.59,2.61,0,8.15,183.85
