city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.17,wsp,6.75,1703.41,9.64,1.7,11.08,2.35,8.73,0,40.31,113.75
bern,0.17,wsp,13.5,1872.67,10.19,1.87,10.68,2.94,7.74,0,43.93,118.9
bern,0.17,wsp,20.25,2013.22,10.49,2.01,10.19,3.21,6.98,0,40.1,123.25
bern,0.17,wsp,10.8,2198.94,9.95,2.2,9.82,2.63,7.19,0,38.48,129.1
bern,0.17,wsp,10.8,2381.99,9.66,2.38,9.26,2.39,6.87,0,45.15,136.49
bern,0.17,wsp,18.9,2553.95,9.97,2.55,8.55,2.69,5.86,0,39.26,143.49
bern,0.17,wsp,17.55,2717.43,10.15,2.72,8.2,2.85,5.35,0,39.62,149.46
bern,0.17,wsp,18.9,2868.72,10.12,2.87,7.87,2.86,5.01,0,40.07,154.49
bern,0.17,wsp,21.6,2934.25,10.57,2.93,7.77,3.3,4.47,0,40.65,155.95
bern,0.17,wsp,17.55,3103.13,9.89,3.1,7.37,2.65,4.72,0,39.98,161.41
bern,0.17,wsp,22.95,3262.51,10.28,3.26,6.72,3.04,3.68,0,47.09,167.27
bern,0.17,wsp,24.3,3317.64,10.82,3.32,6.69,3.57,3.12,0,39.39,168.62
bern,0.17,wsp,12.15,3470.86,9.86,3.47,6.16,2.59,3.57,0,40.96,174.87
bern,0.17,wsp,25.65,3450.76,11.22,3.45,6.35,3.97,2.38,0,37.49,173.12
bern,0.17,wsp,24.3,3601.19,10.55,3.6,6.06,3.29,2.77,0,38.98,179.06
bern,0.17,wsp,27.0,3742.35,10.53,3.74,5.87,3.25,2.62,0,38.27,184.89
bern,0.17,wsp,22.95,3852.64,10.59,3.85,5.59,3.36,2.23,0,36.79,189.96
bern,0.17,wsp,27.0,3929.84,10.52,3.93,5.36,3.28,2.08,0,40.89,193.62
bern,0.17,wsp,24.3,3216.26,11.06,3.22,8.22,3.76,4.46,11,48.54,166.75
