city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.13,flatwise,0.0,88.05,14.28,0.09,27.45,6.04,21.41,5,10.24,37.61
bern,0.13,flatwise,0.0,93.76,13.5,0.09,26.43,5.3,21.13,2,8.95,40.61
bern,0.13,flatwise,0.0,97.97,14.13,0.1,25.88,5.98,19.9,2,10.31,42.36
bern,0.13,flatwise,0.0,116.89,13.45,0.12,23.06,5.22,17.84,1,8.14,51.31
bern,0.13,flatwise,0.0,129.61,13.8,0.13,21.48,5.62,15.86,2,10.62,56.53
bern,0.13,flatwise,0.0,112.5,14.16,0.11,22.41,5.93,16.48,4,11.68,53.73
bern,0.13,flatwise,1.19,127.21,13.48,0.13,20.71,5.25,15.46,1,8.1,59.25
bern,0.13,flatwise,0.0,102.02,14.14,0.1,23.16,5.83,17.33,5,8.87,50.7
bern,0.13,flatwise,0.0,125.51,13.82,0.13,20.3,5.48,14.82,0,7.59,58.84
bern,0.13,flatwise,1.19,137.02,13.34,0.14,19.31,5.14,14.17,1,8.26,61.2
bern,0.13,flatwise,0.0,105.11,14.41,0.11,22.9,6.09,16.81,3,9.55,51.14
bern,0.13,flatwise,0.0,120.84,13.64,0.12,21.14,5.36,15.78,2,8.7,56.23
bern,0.13,flatwise,0.0,137.15,13.89,0.14,19.79,5.68,14.11,1,9.55,59.82
bern,0.13,flatwise,0.0,134.57,14.26,0.13,20.4,5.96,14.44,3,9.86,58.2
bern,0.13,flatwise,0.0,143.73,14.75,0.14,19.78,6.43,13.35,2,11.15,59.42
bern,0.13,flatwise,0.0,106.89,14.39,0.11,23.02,6.1,16.92,4,9.32,49.97
bern,0.13,flatwise,0.0,106.81,14.0,0.11,22.98,5.76,17.22,2,10.24,50.02
bern,0.13,flatwise,0.0,119.09,13.66,0.12,21.64,5.42,16.22,1,9.77,53.8
bern,0.13,flatwise,0.0,100.95,13.79,0.1,23.17,5.46,17.71,3,8.95,49.26
bern,0.13,flatwise,0.0,124.92,13.48,0.12,20.49,5.24,15.25,0,8.17,57.0
bern,0.13,flatwise,0.0,141.2,13.46,0.14,19.11,5.25,13.86,1,8.19,60.96
bern,0.13,flatwise,0.0,123.71,14.42,0.12,20.62,6.18,14.44,4,12.19,56.38
bern,0.13,flatwise,0.0,103.66,14.12,0.1,22.56,5.85,16.71,3,11.15,50.89
bern,0.13,flatwise,0.0,107.84,13.71,0.11,22.02,5.45,16.57,1,11.1,52.19
bern,0.13,flatwise,0.0,126.91,14.37,0.13,20.09,6.13,13.96,1,10.75,57.88
bern,0.13,flatwise,0.0,143.85,13.79,0.14,18.88,5.57,13.31,1,10.79,61.15
bern,0.13,flatwise,1.19,167.81,13.29,0.17,17.49,5.15,12.34,1,11.19,64.78
bern,0.13,flatwise,0.0,172.47,13.76,0.17,17.37,5.53,11.84,1,10.88,64.87
bern,0.13,flatwise,0.0,79.42,14.28,0.08,25.43,6.13,19.3,13,10.36,42.54
bern,0.13,flatwise,0.0,100.73,14.3,0.1,22.41,6.14,16.27,0,11.13,50.94
bern,0.13,flatwise,0.0,108.62,13.94,0.11,21.54,5.67,15.87,1,9.5,53.12
bern,0.13,flatwise,0.0,136.54,14.31,0.14,18.74,6.05,12.69,0,8.49,60.88
bern,0.13,flatwise,0.0,70.37,14.08,0.07,25.19,5.84,19.35,6,9.28,43.25
bern,0.13,flatwise,0.0,88.82,13.63,0.09,21.95,5.39,16.56,0,8.82,53.23
bern,0.13,flatwise,0.0,110.56,14.36,0.11,19.15,6.09,13.06,0,10.4,60.56
bern,0.13,flatwise,0.0,128.2,14.05,0.13,17.66,5.85,11.81,2,11.81,64.49
bern,0.13,flatwise,0.0,140.03,13.42,0.14,17.78,5.19,12.59,2,8.38,67.24
bern,0.13,flatwise,1.19,144.31,13.45,0.14,17.0,5.27,11.73,2,9.84,66.98
bern,0.13,flatwise,0.0,160.95,13.32,0.16,16.82,5.12,11.7,1,9.37,65.96
bern,0.13,flatwise,0.0,135.2,14.55,0.14,19.01,6.32,12.69,3,12.29,60.18
bern,0.13,flatwise,0.0,139.37,13.94,0.14,19.17,5.66,13.51,4,10.27,59.81
bern,0.13,flatwise,0.0,110.38,14.66,0.11,21.25,6.44,14.81,3,12.31,53.52
bern,0.13,flatwise,0.0,138.5,13.72,0.14,18.93,5.48,13.45,0,9.63,60.01
bern,0.13,flatwise,0.0,163.27,13.63,0.16,17.57,5.42,12.15,1,9.4,63.63
bern,0.13,flatwise,0.0,163.09,13.32,0.16,17.85,5.06,12.79,4,7.06,63.46
bern,0.13,flatwise,0.0,136.35,14.16,0.14,19.76,5.91,13.85,3,8.37,57.63
bern,0.13,flatwise,0.0,173.48,13.92,0.17,17.94,5.65,12.29,0,8.44,63.03
bern,0.13,flatwise,0.0,194.0,14.32,0.19,16.98,6.03,10.95,3,9.36,65.37
bern,0.13,flatwise,0.0,161.93,12.93,0.16,19.14,4.69,14.45,4,7.7,59.22
bern,0.13,flatwise,0.0,113.24,14.19,0.11,22.1,5.97,16.13,4,7.65,51.5
bern,0.13,flatwise,0.0,141.63,13.7,0.14,19.64,5.54,14.1,0,7.62,58.52
bern,0.13,flatwise,0.0,173.86,13.92,0.17,17.98,5.72,12.26,1,7.45,62.92
bern,0.13,flatwise,0.0,160.29,13.5,0.16,19.76,5.23,14.53,4,6.74,58.81
bern,0.13,flatwise,0.0,107.32,14.17,0.11,22.78,5.9,16.88,7,7.27,49.88
bern,0.13,flatwise,0.0,115.97,14.01,0.12,21.81,5.71,16.1,2,7.83,52.58
bern,0.13,flatwise,0.0,131.54,13.6,0.13,20.81,5.35,15.46,2,7.75,54.87
bern,0.13,flatwise,0.0,139.96,12.74,0.14,20.34,4.49,15.85,3,6.39,56.94
bern,0.13,flatwise,0.0,159.53,14.16,0.16,19.13,5.95,13.18,3,8.15,60.81
bern,0.13,flatwise,0.0,95.93,14.19,0.1,23.75,5.92,17.83,5,8.56,46.8
bern,0.13,flatwise,0.0,102.0,14.54,0.1,22.74,6.33,16.41,3,9.46,49.55
bern,0.13,flatwise,0.0,100.73,14.17,0.1,23.16,5.93,17.23,2,9.52,48.26
bern,0.13,flatwise,0.0,121.84,14.08,0.12,21.16,5.93,15.23,1,8.93,54.01
bern,0.13,flatwise,0.0,96.18,14.17,0.1,23.09,6.06,17.03,5,9.68,49.16
bern,0.13,flatwise,0.0,115.67,13.59,0.12,20.93,5.39,15.54,2,9.08,55.57
bern,0.13,flatwise,0.0,114.28,13.7,0.11,21.55,5.57,15.98,3,9.04,53.83
bern,0.13,flatwise,0.0,108.01,13.89,0.11,21.74,5.72,16.02,3,7.61,52.91
bern,0.13,flatwise,0.0,83.78,14.19,0.08,23.95,5.99,17.96,3,8.94,46.43
bern,0.13,flatwise,0.0,106.92,13.53,0.11,21.27,5.32,15.95,1,8.37,54.35
bern,0.13,flatwise,0.0,97.36,14.13,0.1,22.18,5.88,16.3,2,8.99,51.88
bern,0.13,flatwise,0.0,115.87,13.59,0.12,20.18,5.38,14.8,1,8.23,57.15
bern,0.13,flatwise,0.0,127.87,14.14,0.13,19.29,5.89,13.4,1,8.12,59.66
bern,0.13,flatwise,0.0,111.64,14.67,0.11,21.69,6.39,15.3,6,10.55,53.32
bern,0.13,flatwise,0.0,88.26,14.6,0.09,23.61,6.35,17.26,4,9.32,47.72
bern,0.13,flatwise,0.0,63.41,14.65,0.06,25.21,6.41,18.8,5,9.24,43.15
bern,0.13,flatwise,0.0,70.4,14.04,0.07,23.68,5.74,17.94,2,8.08,47.45
bern,0.13,flatwise,0.0,90.93,13.71,0.09,20.74,5.43,15.31,0,7.21,56.02
bern,0.13,flatwise,0.0,101.34,14.65,0.1,19.51,6.4,13.11,3,9.47,60.08
bern,0.13,flatwise,0.0,92.11,14.57,0.09,20.57,6.28,14.29,2,9.32,57.12
bern,0.13,flatwise,0.0,98.92,12.99,0.1,20.1,4.74,15.36,3,6.45,58.15
bern,0.13,flatwise,0.0,113.63,13.6,0.11,19.08,5.34,13.74,1,6.69,61.18
bern,0.13,flatwise,0.0,102.14,14.23,0.1,20.12,5.98,14.14,2,8.79,58.49
bern,0.13,flatwise,0.0,102.03,14.49,0.1,20.41,6.2,14.21,2,8.71,57.62
