city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.13,swp,0.0,38.75,16.32,0.04,27.65,8.09,19.56,1,41.57,37.04
bern,0.13,swp,0.0,48.65,14.89,0.05,23.68,6.62,17.06,0,40.62,49.03
bern,0.13,swp,0.0,49.31,16.7,0.05,22.16,8.43,13.73,10,43.34,53.99
bern,0.13,swp,0.0,35.75,15.77,0.04,27.81,7.58,20.23,15,50.96,37.05
bern,0.13,swp,0.0,35.92,14.81,0.04,27.71,6.63,21.08,10,44.39,37.18
bern,0.13,swp,0.0,29.29,17.27,0.03,28.88,9.05,19.83,14,45.82,33.31
bern,0.13,swp,0.0,37.87,15.41,0.04,24.93,7.16,17.77,0,44.89,45.3
bern,0.13,swp,0.0,38.61,16.49,0.04,24.56,8.2,16.36,1,41.41,46.44
bern,0.13,swp,0.0,47.11,16.1,0.05,20.78,7.81,12.97,0,39.8,58.3
bern,0.13,swp,0.0,36.04,14.77,0.04,25.68,6.53,19.15,15,42.89,43.45
bern,0.13,swp,0.0,26.72,16.83,0.03,28.96,8.58,20.38,22,44.87,33.61
bern,0.13,swp,0.0,28.08,15.76,0.03,28.1,7.49,20.61,10,43.53,35.77
bern,0.13,swp,0.0,29.63,17.31,0.03,27.38,9.06,18.32,2,50.77,37.79
bern,0.13,swp,0.0,28.76,15.68,0.03,27.81,7.4,20.41,2,47.26,36.62
bern,0.13,swp,0.0,34.33,15.32,0.03,25.08,7.0,18.08,1,48.5,44.83
bern,0.13,swp,0.0,31.12,15.66,0.03,26.71,7.36,19.35,5,48.24,40.22
bern,0.13,swp,0.0,27.22,16.85,0.03,28.62,8.54,20.08,14,47.85,34.22
bern,0.13,swp,0.0,32.67,15.97,0.03,25.87,7.71,18.16,1,48.12,42.68
bern,0.13,swp,0.0,30.13,16.19,0.03,27.15,7.92,19.23,6,47.62,38.72
bern,0.13,swp,0.0,27.2,16.36,0.03,28.61,8.1,20.51,6,47.95,34.25
bern,0.13,swp,0.0,27.82,15.16,0.03,28.31,6.95,21.36,4,46.35,35.14
bern,0.13,swp,0.0,30.71,17.33,0.03,26.85,9.12,17.73,3,45.02,39.6
bern,0.13,swp,0.0,28.72,15.3,0.03,27.85,7.04,20.81,5,45.3,36.48
bern,0.13,swp,0.0,31.97,16.12,0.03,26.27,7.87,18.4,2,43.14,41.41
bern,0.13,swp,0.0,31.23,15.69,0.03,26.6,7.45,19.15,3,45.76,40.38
bern,0.13,swp,0.0,30.5,16.17,0.03,27.0,7.9,19.1,6,39.86,39.07
