city_topology,topology_radius,routing_algorithm,net_congestion,total_net_throughput,flow_e2e_latency,fow_throughput,flow_latency,route_latency,overp_net_latency,impaired_services,execution_time,fps
bern,0.13,wsp,0.0,179.99,11.88,0.18,25.15,3.61,21.54,8,41.73,45.92
bern,0.13,wsp,0.0,164.67,11.86,0.16,24.92,3.63,21.29,4,37.42,46.06
bern,0.13,wsp,1.19,119.71,12.05,0.12,25.94,3.83,22.11,5,40.35,42.55
bern,0.13,wsp,0.0,74.6,12.94,0.07,26.83,4.69,22.14,7,40.02,39.15
bern,0.13,wsp,0.0,62.09,11.84,0.06,26.81,3.63,23.18,4,43.23,38.95
bern,0.13,wsp,0.0,64.39,11.91,0.06,26.15,3.71,22.44,2,41.4,40.78
bern,0.13,wsp,0.0,78.3,12.03,0.08,23.44,3.81,19.63,1,44.13,49.38
bern,0.13,wsp,0.0,72.5,12.21,0.07,24.49,4.03,20.46,3,45.05,46.15
bern,0.13,wsp,0.0,77.47,12.2,0.08,23.38,4.04,19.34,1,42.01,49.65
bern,0.13,wsp,0.0,94.51,12.02,0.09,20.67,3.76,16.91,1,40.14,58.27
bern,0.13,wsp,0.0,99.88,11.91,0.1,20.12,3.64,16.48,2,37.41,59.89
bern,0.13,wsp,0.0,89.44,12.32,0.09,21.69,4.07,17.62,2,42.64,54.69
bern,0.13,wsp,0.0,103.59,11.73,0.1,20.04,3.43,16.61,1,42.26,59.82
bern,0.13,wsp,0.0,90.85,11.47,0.09,21.77,3.24,18.53,4,44.95,53.75
bern,0.13,wsp,0.0,92.99,12.26,0.09,21.47,3.95,17.52,2,46.04,54.7
bern,0.13,wsp,0.0,110.93,11.52,0.11,19.45,3.3,16.15,1,48.35,59.73
bern,0.13,wsp,0.0,114.36,11.69,0.11,19.52,3.51,16.01,3,47.1,59.24
bern,0.13,wsp,0.0,118.36,12.05,0.12,19.14,3.82,15.32,1,46.81,60.32
bern,0.13,wsp,0.0,121.31,11.86,0.12,19.2,3.66,15.54,2,44.31,59.8
bern,0.13,wsp,0.0,116.78,12.07,0.12,20.06,3.84,16.22,3,46.01,57.59
bern,0.13,wsp,0.0,91.29,12.45,0.09,22.57,4.28,18.29,4,46.12,50.36
bern,0.13,wsp,0.0,111.69,12.06,0.11,20.51,3.83,16.68,1,45.28,56.25
bern,0.13,wsp,0.0,122.86,12.15,0.12,19.59,3.88,15.71,1,43.94,58.86
bern,0.13,wsp,0.0,130.24,12.09,0.13,19.07,3.76,15.31,1,44.94,60.24
bern,0.13,wsp,0.0,160.3,12.5,0.16,17.08,4.22,12.86,2,44.08,65.78
bern,0.13,wsp,0.0,152.55,12.41,0.15,18.24,4.15,14.09,7,46.04,62.0
bern,0.13,wsp,0.0,137.3,12.51,0.14,19.07,4.19,14.88,2,41.88,59.37
bern,0.13,wsp,0.0,126.93,12.25,0.13,19.87,3.88,15.99,3,39.03,57.15
bern,0.13,wsp,0.0,156.68,12.42,0.16,18.04,4.13,13.91,4,42.6,61.88
bern,0.13,wsp,0.0,167.5,12.44,0.17,18.07,4.15,13.92,4,37.74,61.77
bern,0.13,wsp,0.0,194.14,11.98,0.19,17.42,3.71,13.71,4,41.11,63.23
bern,0.13,wsp,1.19,190.22,11.94,0.19,18.05,3.67,14.38,5,41.47,61.92
bern,0.13,wsp,0.0,188.04,12.07,0.19,18.45,3.83,14.62,4,44.48,60.67
bern,0.13,wsp,0.0,210.32,12.34,0.21,17.87,4.11,13.76,5,43.05,62.11
bern,0.13,wsp,0.0,257.69,11.46,0.26,16.82,3.2,13.62,1,45.86,65.14
bern,0.13,wsp,0.0,193.17,11.83,0.19,19.1,3.6,15.5,8,48.91,59.62
bern,0.13,wsp,0.0,159.0,12.07,0.16,20.56,3.81,16.75,6,46.6,55.26
bern,0.13,wsp,0.0,177.34,12.39,0.18,19.69,4.2,15.49,7,45.51,57.71
bern,0.13,wsp,1.19,201.01,12.07,0.2,18.72,3.83,14.89,2,46.26,60.45
bern,0.13,wsp,1.19,182.65,12.2,0.18,19.73,3.88,15.85,5,43.53,58.16
bern,0.13,wsp,0.0,90.45,12.9,0.09,24.25,4.64,19.61,12,42.19,45.3
bern,0.13,wsp,0.0,104.94,12.16,0.1,22.77,3.9,18.87,1,39.91,49.84
bern,0.13,wsp,0.0,129.65,12.53,0.13,20.62,4.24,16.38,3,45.22,56.07
bern,0.13,wsp,0.0,134.02,12.02,0.13,20.17,3.76,16.41,2,44.86,57.46
bern,0.13,wsp,0.0,166.84,11.97,0.17,18.13,3.73,14.4,3,37.07,63.48
bern,0.13,wsp,0.0,151.29,11.91,0.15,19.52,3.64,15.88,4,37.73,59.94
bern,0.13,wsp,0.0,121.1,12.72,0.12,21.32,4.45,16.87,7,32.14,54.14
bern,0.13,wsp,0.0,129.54,12.07,0.13,20.64,3.79,16.85,1,31.37,56.27
bern,0.13,wsp,0.0,151.47,11.9,0.15,19.43,3.65,15.78,1,35.68,59.97
bern,0.13,wsp,0.0,127.1,12.23,0.13,21.16,4.03,17.13,3,41.87,54.79
bern,0.13,wsp,1.19,158.64,12.33,0.16,19.05,4.04,15.01,2,40.28,60.65
bern,0.13,wsp,0.0,179.61,11.85,0.18,18.13,3.69,14.44,2,42.79,62.86
bern,0.13,wsp,0.0,84.79,13.11,0.08,23.77,4.86,18.91,9,42.61,46.69
bern,0.13,wsp,0.0,110.15,12.63,0.11,21.24,4.36,16.88,0,39.2,54.19
bern,0.13,wsp,0.0,132.62,12.28,0.13,19.07,4.04,15.03,1,35.52,60.24
bern,0.13,wsp,1.19,158.68,12.03,0.16,17.52,3.84,13.68,1,40.47,63.68
bern,0.13,wsp,0.0,119.43,12.43,0.12,20.36,4.26,16.1,3,41.47,56.41
bern,0.13,wsp,0.0,140.46,12.13,0.14,18.69,3.89,14.8,1,40.61,61.44
bern,0.13,wsp,1.19,177.31,12.03,0.18,17.06,3.73,13.33,0,37.86,65.77
bern,0.13,wsp,0.0,207.47,12.25,0.21,16.55,4.0,12.55,3,39.31,66.81
bern,0.13,wsp,0.0,116.36,12.79,0.12,21.65,4.45,17.2,7,40.97,52.24
bern,0.13,wsp,1.19,135.85,12.46,0.14,20.16,4.16,16.0,2,36.09,56.84
bern,0.13,wsp,0.0,164.74,12.09,0.16,18.47,3.76,14.71,3,39.94,61.57
bern,0.13,wsp,1.19,146.98,11.89,0.15,19.84,3.7,16.14,8,35.0,57.68
bern,0.13,wsp,0.0,180.43,12.25,0.18,18.39,4.01,14.38,2,36.68,61.51
bern,0.13,wsp,0.0,144.18,11.91,0.14,20.24,3.67,16.57,4,32.87,56.48
bern,0.13,wsp,0.0,115.45,11.8,0.12,21.91,3.6,18.31,4,33.58,51.65
bern,0.13,wsp,1.19,127.39,11.98,0.13,21.04,3.71,17.33,1,37.97,54.5
bern,0.13,wsp,0.0,152.89,12.53,0.15,19.36,4.27,15.09,3,36.77,59.25
bern,0.13,wsp,0.0,193.15,12.15,0.19,17.62,3.9,13.72,3,38.08,63.89
bern,0.13,wsp,1.19,196.04,12.08,0.2,17.98,3.83,14.15,4,39.16,63.54
bern,0.13,wsp,0.0,227.67,12.16,0.23,17.06,3.89,13.17,6,39.32,65.98
bern,0.13,wsp,0.0,181.99,12.86,0.18,18.97,4.56,14.41,8,36.2,60.45
bern,0.13,wsp,0.0,228.49,12.43,0.23,17.68,4.17,13.51,4,40.69,63.27
bern,0.13,wsp,0.0,182.95,12.26,0.18,19.05,3.99,15.06,6,40.51,59.99
bern,0.13,wsp,0.0,180.7,12.72,0.18,19.4,4.48,14.92,3,36.51,58.69
bern,0.13,wsp,0.0,196.4,11.93,0.2,18.95,3.74,15.21,2,37.14,60.06
bern,0.13,wsp,0.0,130.33,12.07,0.13,22.42,3.86,18.56,6,30.1,50.66
bern,0.13,wsp,0.0,168.51,11.94,0.17,19.91,3.75,16.16,0,29.42,58.19
bern,0.13,wsp,1.19,212.35,12.22,0.21,17.66,3.9,13.76,0,35.47,64.53
bern,0.13,wsp,0.0,185.33,11.82,0.19,19.34,3.59,15.75,7,30.17,59.03
bern,0.13,wsp,0.0,60.69,12.97,0.06,27.54,4.74,22.8,21,29.76,37.02
bern,0.13,wsp,0.0,68.65,12.14,0.07,25.94,3.89,22.05,1,28.98,41.78
bern,0.13,wsp,0.0,73.12,12.89,0.07,25.22,4.68,20.54,2,29.66,43.83
bern,0.13,wsp,0.0,75.39,11.83,0.08,24.28,3.7,20.58,4,34.65,46.67
bern,0.13,wsp,0.0,66.14,12.42,0.07,25.53,4.2,21.33,4,36.76,43.3
bern,0.13,wsp,0.0,69.47,12.57,0.07,24.7,4.43,20.27,1,33.32,45.89
bern,0.13,wsp,0.0,67.81,11.72,0.07,24.47,3.5,20.97,2,38.8,46.56
bern,0.13,wsp,0.0,75.84,12.34,0.08,22.43,4.17,18.26,3,38.25,52.38
bern,0.13,wsp,0.0,84.24,12.31,0.08,20.79,4.08,16.71,1,36.55,57.32
bern,0.13,wsp,0.0,78.76,11.79,0.08,21.76,3.61,18.15,3,34.11,54.29
bern,0.13,wsp,0.0,94.23,12.32,0.09,19.6,4.12,15.48,1,38.59,60.4
bern,0.13,wsp,0.0,76.56,12.05,0.08,22.42,3.79,18.63,4,32.39,52.0
bern,0.13,wsp,0.0,77.57,11.32,0.08,22.04,3.1,18.94,2,36.06,52.16
bern,0.13,wsp,0.0,84.54,12.21,0.08,21.0,4.01,16.99,2,37.2,55.1
bern,0.13,wsp,0.0,89.53,11.88,0.09,21.2,3.62,17.58,3,30.08,54.07
bern,0.13,wsp,0.0,83.16,12.43,0.08,21.49,4.25,17.24,2,31.23,53.5
bern,0.13,wsp,0.0,105.6,12.01,0.11,19.29,3.76,15.53,0,32.05,59.06
bern,0.13,wsp,0.0,86.98,11.66,0.09,21.96,3.43,18.53,4,27.09,52.3
bern,0.13,wsp,0.0,82.66,12.16,0.08,22.59,4.01,18.58,3,26.47,50.7
bern,0.13,wsp,0.0,64.72,11.68,0.06,24.84,3.51,21.33,5,28.93,44.41
bern,0.13,wsp,0.0,82.67,12.35,0.08,21.78,4.16,17.62,0,32.94,52.81
bern,0.13,wsp,0.0,72.04,11.88,0.07,23.5,3.65,19.85,2,32.97,47.98
bern,0.13,wsp,0.0,91.0,12.26,0.09,20.73,3.98,16.75,0,31.8,55.51
bern,0.13,wsp,0.0,101.93,11.91,0.1,19.4,3.68,15.72,1,33.01,59.75
bern,0.13,wsp,0.0,101.13,11.9,0.1,19.6,3.65,15.95,2,33.6,58.86
bern,0.13,wsp,0.0,116.9,12.27,0.12,18.2,4.04,14.16,3,31.64,63.49
bern,0.13,wsp,0.0,101.97,12.19,0.1,19.51,3.94,15.57,3,31.61,59.13
bern,0.13,wsp,0.0,102.79,12.03,0.1,19.44,3.79,15.65,2,29.42,59.39
bern,0.13,wsp,1.19,115.8,11.78,0.12,18.39,3.53,14.86,2,33.32,61.96
bern,0.13,wsp,0.0,110.37,12.31,0.11,19.14,4.03,15.11,2,33.36,59.97
bern,0.13,wsp,0.0,94.76,11.95,0.09,20.65,3.7,16.95,4,34.71,55.8
bern,0.13,wsp,0.0,95.69,11.93,0.1,20.23,3.72,16.51,2,32.85,57.04
bern,0.13,wsp,0.0,116.76,11.34,0.12,18.63,3.19,15.44,1,33.83,60.64
bern,0.13,wsp,0.0,109.79,12.23,0.11,19.57,4.03,15.54,3,31.72,58.12
bern,0.13,wsp,0.0,135.21,11.87,0.14,17.98,3.7,14.28,1,29.04,61.68
bern,0.13,wsp,0.0,135.06,12.48,0.14,18.23,4.24,13.99,3,29.8,60.67
bern,0.13,wsp,0.0,133.45,11.79,0.13,18.63,3.55,15.08,3,28.91,59.74
bern,0.13,wsp,0.0,152.15,11.73,0.15,17.87,3.5,14.37,2,24.4,61.11
bern,0.13,wsp,0.0,194.27,11.66,0.19,16.54,3.48,13.06,1,23.35,63.98
bern,0.13,wsp,1.19,222.86,11.94,0.22,16.01,3.7,12.31,4,22.87,65.18
bern,0.13,wsp,0.0,261.96,11.98,0.26,15.63,3.77,11.86,4,29.19,66.16
bern,0.13,wsp,1.19,322.4,11.9,0.32,15.2,3.64,11.56,7,33.17,67.49
bern,0.13,wsp,1.19,238.52,12.24,0.24,16.33,4.05,12.28,14,33.45,64.66
bern,0.13,wsp,0.0,241.03,11.85,0.24,16.41,3.69,12.72,4,33.71,64.77
bern,0.13,wsp,0.0,313.08,12.06,0.31,15.57,3.83,11.74,0,31.45,66.96
bern,0.13,wsp,0.0,391.9,12.44,0.39,15.02,4.23,10.79,9,32.25,69.31
bern,0.13,wsp,0.0,422.51,12.27,0.42,16.04,4.05,11.99,20,31.03,68.16
bern,0.13,wsp,0.0,476.64,11.92,0.48,15.86,3.75,12.11,16,33.51,70.46
bern,0.13,wsp,0.0,330.37,11.88,0.33,17.3,3.65,13.65,10,35.5,64.83
bern,0.13,wsp,1.19,412.71,12.16,0.41,16.45,3.94,12.51,3,31.87,67.87
bern,0.13,wsp,0.0,361.87,11.37,0.36,17.27,3.14,14.13,9,31.25,65.39
bern,0.13,wsp,1.19,444.42,12.45,0.44,15.94,4.22,11.72,10,32.05,70.56
bern,0.13,wsp,0.0,190.04,12.82,0.19,20.65,4.58,16.07,29,33.99,55.3
bern,0.13,wsp,0.0,195.76,12.73,0.2,20.1,4.55,15.55,9,32.15,56.63
bern,0.13,wsp,0.0,177.08,12.42,0.18,20.72,4.16,16.56,6,30.29,54.84
bern,0.13,wsp,0.0,201.48,11.53,0.2,19.68,3.26,16.42,2,27.89,58.24
